"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code"
BE ,Y16,,,,,,160.56,,NL,,R7
BE ,Y17,,,,,,994.9,,DE,,R4
BE ,Y17,,,,,,36.68,,DE,,R4
BE ,Y17,,,,,,647.4085709999999,,DE,,R4
BE ,Y17,,,,,,64.505,,DE,,R4
BE ,Y17,,,,,,11.842,,DE,,R4
BE ,Y17,,,,,,2011.2,,DE,,R5
BE ,Y17,,,,,,260.986,,DE,,R5
BE ,Y17,,,,,,672.6,,DE,,R6
BE ,Y17,,,,,,19.83,,DE,,R12
BE ,Y17,,,,,,17093.95,,FR,,R4
BE ,Y17,,,,,,4259.746,,FR,,R4
BE ,Y17,,,,,,230.54,,FR,,R5
BE ,Y17,,,,,,2415.038879,,FR,,R6
BE ,Y17,,,,,,1297.657835,,LU,D10, 
BE ,Y17,,,,,,28.1,,NL,,R4
BE ,Y17,,,,,,70.0,,NL,,R5
BE ,Y17,,,,,,130.648148,,NL,,R12
BE ,Y18,,,,,,98493.881,,DE,,R1
BE ,Y18,,,,,,15314.3,,DE,,R4
BE ,Y18,,,,,,635.5,,DE,,R4
BE ,Y18,,,,,,40.832,,DE,,R4
BE ,Y18,,,,,,44.146,,DE,,R4
BE ,Y18,,,,,,239.968454,,DE,,R4
BE ,Y18,,,,,,2447.57,,DE,,R5
BE ,Y18,,,,,,62.23909,,DE,,R5
BE ,Y18,,,,,,6250.3,,DE,,R12
BE ,Y18,,,,,,363.23777600000005,,DE,,R12
BE ,Y18,,,,,,15268.7,,DE,D10,
BE ,Y18,,,,,,503.9,,DE,D13,
BE ,Y18,,,,,,22099.5,,FR,,R1
BE ,Y18,,,,,,16.2,,FR,,R1
BE ,Y18,,,,,,58123.01,,FR,,R4
BE ,Y18,,,,,,217.0,,FR,,R12
BE ,Y18,,,,,,191.2,,FR,,R12
BE ,Y18,,,,,,3646.427517,,FR,,R12
BE ,Y18,,,,,,6590.7367939999995,,FR,,R12
BE ,Y18,,,,,,103.5,,IT,,R4
BE ,Y18,,,,,,77.36,,IT,,R8
BE ,Y18,,,,,,30353.88,,NL,,R1
BE ,Y18,,,,,,9089.4,,NL,,R3
BE ,Y18,,,,,,16.34,,NL,,R3
BE ,Y18,,,,,,0.4,,NL,,R4
BE ,Y18,,,,,,80.13,,NL,,R4
BE ,Y18,,,,,,363.54,,NL,,R12
BE ,Y18,,,,,,322.40742800000004,,NL,,R12
BE ,Y18,,,,,,115301.924259,,NL,,R12
BE ,Y18,,,,,,347.96,,NL,,R12
BE ,Y18,,,,,,1137.0,,NL,D8,
BE ,Y18,,,,,,8909.536,,NL,D9, 
BE ,Y22,,,,,,65.1,,AT,,R4
BE ,Y22,,,,,,296.6,,DE,,R4
BE ,Y22,,,,,,26.24,,DE,,R13
BE ,Y22,,,,,,1.32,,GB,,R12
BE ,Y23,,,,,,2878.7,,DE,,R4
BE ,Y23,,,,,,668.0,,DE,,R4
BE ,Y23,,,,,,1944.845053,,DE,,R12
BE ,Y23,,,,,,1943.52405,,FR,,R4
BE ,Y23,,,,,,26.625,,NL,,R12
BE ,Y23,,,,,,164.5,,PL,,R4
BE ,Y24,,,,,,1267.0646100000001,,DE,D12, 
BE ,Y25,,,,,,6.751,,DE,D12, 
BE ,Y26,,,,,,52.6,,FR,,R4
BE ,Y26,,,,,,334.55,,FR,,R4
BE ,Y29,,,,,,5.56,,DE,,R4
BE ,Y29,,,,,,7.835,,DE,,R4
BE ,Y29,,,,,,14.496,,DE,,R4
BE ,Y29,,,,,,125.766,,DE,,R5
BE ,Y29,,,,,,260.695,,DE,D12, 
BE ,Y31,,,,,,2836.581,,DE,,R4
BE ,Y31,,,,,,669.762,,DE,,R4
BE ,Y31,,,,,,5373.095,,ES,,R4
BE ,Y31,,,,,,2200.17346,,ES,,R4
BE ,Y31,,,,,,303.4,,FR,,R4
BE ,Y31,,,,,,20059.799766999997,,FR,,R4
BE ,Y31,,,,,,406.69,,FR,,R4
BE ,Y31,,,,,,40.758,,GB,,R4
BE ,Y31,,,,,,19.612222000000003,,NL,,R4
BE ,Y31,,,,,,640.21,,NL,,R13
BE ,Y31,,,,,,447.7,,PL,,R4
BE ,Y34,,,,,,6371.788844,,DE,,R5
BE ,Y34,,,,,,1009.0,,DE,,R5
BE ,Y34,,,,,,17932.031466,,DE,,R5
BE ,Y34,,,,,,5315.5689840000005,,FR,,R6
BE ,Y34,,,,,,206.2,,NL,,R1
BE ,Y34,,,,,,42.746666,,NL,D9, 
BE ,Y35,,,,,,695.979522,,DE,,R5
BE ,Y35,,,,,,1514.9662649999998,,DE,,R5
BE ,Y35,,,,,,1664.91954,,DE,D10, 
BE ,Y35,,,,,,313.0,,FR,,R4
BE ,Y35,,,,,,325.46,,FR,D10, 
BE ,Y35,,,,,,1022.72125,,NL,,R5
BE ,Y35,,,,,,1320.143589,,NL,D9, 
BE ,Y36,,,,,,191.7,,CZ,,R12
BE ,Y36,,,,,,106.8,,DE,,R2
BE ,Y36,,,,,,102.1,,FR,D10,
BE ,Y36,,,,,,2628.633,,NL,D9, 
BE ,Y38,,,,,,197.59,,DE,,R12
BE ,Y41,,,,,,42.1,,DE,,R3
BE ,Y41,,,,,,217.38,,DE,D10, 
BE ,Y41,,,,,,227.0,,FR,,R5
BE ,Y41,,,,,,12827.587655,,FR,D10, 
BE ,Y42,,,,,,240.0,,DE,,R1
BE ,Y42,,,,,,360.0,,DE,,R1
BE ,Y42,,,,,,2374.613836,,DE,,R2
BE ,Y42,,,,,,44.72,,DE,,R2
BE ,Y42,,,,,,11.952,,DE,,R4
BE ,Y42,,,,,,994.132666,,DE,,R5
BE ,Y42,,,,,,99.9,,DE,,R5
BE ,Y42,,,,,,16823.910377,,FR,,R1
BE ,Y42,,,,,,23.22,,FR,,R1
BE ,Y42,,,,,,992.4975,,FR,,R1
BE ,Y42,,,,,,38.04,,FR,,R2
BE ,Y42,,,,,,242.563636,,FR,,R2
BE ,Y42,,,,,,16.0,,FR,,R3
BE ,Y42,,,,,,715.5,,GB,,R2
BE ,Y42,,,,,,2613.7559389999997,,NL,,R2
BE ,Y42,,,,,,12.16,,NL,,R2
BE ,Y42,,,,,,127.36,,NL,,R2
BE ,Y42,,,,,,865.421454,,NL,,R12
BE ,Y42,,,,,,126.94,,NL,,R12
BE ,Y45,,,,,,3917.37,,DE,,R4
BE ,Y45,,,,,,1.171,,DE,,R4
BE ,Y45,,,,,,20.456,,FR,D10, 
BE ,Y45,,,,,,1.9,,NL,,R3
BE ,Y45,,,,,,32.4,,NL,,R13
BE ,Y46,,,,,,55.248,,DE,,R4
BE ,Y46,,,,,,988.00755,,DE,,R12
BE ,Y46,,,,,,1358.45,,NL,,R12
BE ,Y46,,,,,,2342.713571,,NL,,R12
BE ,Y46,,,,,,985.86,,NL,,R12
BE ,Y46,,,,,,9127.20656,,NL,,R12
BE ,Y47,,,,,,26693.191113,,DE,,R5
BE ,Y47,,,,,,7309.776,,DE,,R12
BE ,Y47,,,,,,2565.145,,FR,,R5
BE ,Y47,,,,,,3890.316,,NL,,R4
BE ,Y47,,,,,,45131.71706,,NL,,R12
BE ,Y47,,,,,,6494.122355,,NL,,R13
BG,Y31,WASTE FROM MECHANICAL TREATMENT OF WASTE CONTAINING DANGEROUS SUBSTANCES,A 1020,9.0, H 12,SOLID,258.96,"RO,HU,SK,CZ",DE,D10,
BG,Y31,LEAD PASTE,A 1020,9.0,H 12,POWDERY/POWDER,461.0,,RO,,R4
BG,Y31,SOLIDIFIED LEAD SLAG,A 1020,9.0,H 12,SOLID,2827.18,"RO,HU,SK,CZ",DE,,R5
BG,Y29,USED FLOURSCENT AND OTHER MERCURY CONTAINING LAMPS,A 1030,,H 12,SOLID,28.16,,RO,,"R4,R5"
BG,Y26,SPENT NICKEL CADMIUM BATTERIES ,A 1170,8.0,H 8,SOLID,18.5,"RO,HU, AT, DE",FR,,R4
BG,"Y22,Y23,Y26",SPENT NICKEL CADMIUM BATTERIES,A 1170,9.0,H 11,SOLID,20.0,"RO,HU,AT",DE,,R4
BG,Y26 ,SPENT NICKEL CADMIUM BATTERIES ,A 1170,8.0,H 8,SOLID,7.0,"RO, HU,AU, DE",FR,,R4
BG,Y10,PCB CONTAINING CAPACITORS AND TRANSFORMERS ,A3180,9.0,H11,SOLID,106.0,"TR, GR ,IL, GB",BE,"D10, D14",
BG,Y10,PCB CONTAINING CAPACITORS AND TRANSFORMERS,A 3180,9.0,H 12,"SOLID,LIQUID",9.98,"RO, HU, AT",DE,D10,
BG,Y10,PCB CONTAINING CAPACITORS AND TRANSFORMERS,A 3180,9.0,"H 11, H 12","SOLID,LIQUID",169.6,"CS, HR, SI",IT,"D14,D9",
BG,Y3,OFF-SPECIFICATION BATCHES OF PHARMACEUTICALS AND MEDICAMENTS,A 4010,9.0,H 12,VISCOUS/PASTE,16.7,"RO, HU, SK, CZ",DE,D10,
BG,Y3,OFF-SPECIFICATION BATCHES OF PHARMACEUTICALS AND MEDICAMENTS,A 4010,9.0,H 12,SOLID,72.0,"RO, HU, SK, CZ",DE,D10,
BG,Y3 ,EXPIRED DRUGS,A 4010,,,"SOLID,LIQUID",14.42,"RO, HU, AT",DE,D10,
BG,"Y12,Y18","PREMIXED WASTES COMPOSED OF RAGS, WIPING CLOTHS,TEXTILE,PACKAGING CONTAMINTED BY PAINT,VARNISH, ETC.",A 4070,9.0,H 12,SOLID,87.4,"RO, HU",AT,D10,
BG,"Y21, Y35,Y37,Y42,Y45",WASTE LABORATORY CHEMICALS,A 4140,,"H 3,H 6.1,H 8,H 12","SOLID,LIQUID",27.4,"RO, HU, AT",DE,D10,
BG,"Y7,Y12,Y17,Y31,Y33,Y34,Y35",CYANIDE SALTS AND OTHER WASTE INORGANIC MATERIALS,A 4140,,"H 6.1,H 8,H 12","SOLID,LIQUID",19.9,"RO, HG, AT",DE,D10,
BG,"Y3,Y6,Y8,Y12 ",WASTE ORGANIC CHEMICALS AND DISCARDED INDUSTRIAL PRODUCTS,A 4140,,"H 3,H 6.1,H 8,H 12","SOLID,LIQUID",52.9,"RO, HG, AT",DE,D10,
BG,"Y2,Y12,Y37,Y42",WASTE ORGANIC MATERIALS AND DISCARDED INDUSTRIAL PRODUCTS,A 4140,,"H 3,H 6.1,H 8,H 11,H 12","SOLID, VISCOUS/PASTE",6.24,"RO, HU, AT",DE,D10,
BG," Y2,Y3,Y4,Y6,Y7,Y12,Y13,Y17,Y18",MIXED MATERIALS CONTAINING HAZARDOUS SUBSTANCES,,,H 12,"SOLID, VISCOUS/PASTE",198.0,"RO, HU, AT",DE,D10,
BG,"Y2,Y3,Y4,Y6,Y7,Y12,Y13,Y17,Y18",MIXED MATERIALS CONTAINING HAZARDOUS SUBSTANCES,,,H 12,"SOLID, VISCOUS/PASTE",89.5,"RO, HU, AU",DE,D10,
BG,"Y22, Y31",SLUDGE FROM A CHEMICAL WASTEWATER TREATMENT PLANT,,,H 12,SOLID,467.0,"RO, HU, AT",DE,,"R12, R5"
BH,Y_,,A2030,,,,493.3,,AS,,R8
BR ,"Y22, Y23, Y26, Y31",Waste eletrical and eletronic assemblies and scrap containing hazardous components,A1180,9.0,H13,solid,3000.0,,SG,,R4
BR ,Y31,Sn and Pb ashes and residues,A1020,9.0,H12,powder,250.0,,BE,,R4
BR ,Y10,Capacitors containing polychlorineted byphenils - PCBs,A3180,9.0,H12,solid/liquid,300.0,"ES, NL, DE, BE",FI,D10,
BR ,Y_,Waste Lithium Batteries,A1170,9.0,"H8, H12",solid,50.0,,CA ,,R4
BR ,Y18,Various Pt catalyst ashes,A2030,9.0,"H6.1, H8, H12",powdery/powder,2.3,LU,BE,,R4
BR ,Y18,Sweeps containing precious metal,A1020,9.0,,solid,50.0,,BE,,R4
BR ,"Y22,Y23",Waste water sludge,A1020,9.0,H12,sludgy,850.0,,BE,,R4
BY,Y_,"Slag, dross (other than granulated slag), scale and other waste from the production of ferrous metals (iron-bearing waste of electro steel melting, rolling and metalware shops)","В1210, B1230",9.0,Н13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",13870.6,,UA,,R4
BY,Y_,,,,,,,,,,
BY,Y_,"Slag, dross (other than granulated slag), scale and other waste from the production of ferrous metals (iron-bearing waste of electro steel melting, rolling and metalware shops)","В1210, B1230",9.0,Н13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",25000.0,,RU,,R4
BY,Y_,"Slag, dross (other than granulated slag), scale and other waste from the production of ferrous metals (crushed slag for road construction and preparation of asphalt)                                        ","В1210, B1230",9.0,Н13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",20000.0,,RU,,R4
BY,Y23,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds (containing mainly zinc (hard zinc) ",B1220,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",28.0,LT,EE,,R4
BY,Y_,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds (other)",В2,9.0,Н13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching ",126.5,LT,EE,,R4
BY,Y31,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly lead ",A1020,9.0,Н13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",583.4,LT,EE,,R4
BY,Y22,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly copper (scale containing copper oxide)",B1240,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",749.5,LT,DE,,R4
BY,Y22,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly copper (scale containing copper oxide)",B1240,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",12.5,LT,LV,,R4
BY,Y22,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly copper (scale containing copper oxide)",B1240,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",26.4,,LT,,R4
BY,Y22,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly copper (scale containing copper oxide)",B1240,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",26.5,,HL,,R4
BY,Y_,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly aluminum",B1100,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",65.0,,LV,,R4
BY,Y_,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly aluminum",B1100,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",88.1,"PL, DE",HL,,R4
BY,Y_,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly aluminum",B1100,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",74.7,,LT,,R4
BY,Y_,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly aluminum (dross of aluminum alloys)",B1100,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",250.0,,RU,,R4
BY,Y_,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly zinc, other (dross zinc)",B1220,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",60.0,,RU,,R4
BY,Y_,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, other, containing mainly tin ",B1010,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",8.4,LT,EE,,R4
BY,Y_,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, other, containing mainly tin ",B1010,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",8.4,LT,EE,,R4
BY,Y10,"Other wastes of chemical or allied industries, mainly containing organic constituents",A3180,9.0,H12,Ecotoxic,179.2,LT,DE,D10,
BY,Y_,"Waste, cuttings and scrap of rubber (other than hard rubber), powders and granules obtained from it",B3080,4.0,4.1,Flammable solids,714.0,,UA,,R3
BY,Y_,,B3040,,,,,,,,
BY,Y_,"Waste, cuttings and scrap of rubber (other than hard rubber), powders and granules obtained from it",B3080,4.0,4.1,Flammable solids,353.5,"PL, DE",HL,,R3
BY,Y_,,B3040,,,,,,,,
BY,Y_,"Waste, cuttings and scrap of rubber (other than hard rubber), powders and granules obtained from it",B3080,4.0,4.1,Flammable solids,444.8,,PK,,R3
BY,Y_,,B3040,,,,,,,,
BY,Y_,"Other pneumatic tires, used",B3140,4.0,4.1,Flammable solids,18.2,UA,GR,,R3
BY,Y_,"Other pneumatic tires, used",B3140,4.0,4.1,Flammable solids,146.6,RU,TJ,,R3
BY,Y22,Waste and scrap of refined copper,B1010,9.0,Н12,Ecotoxic,210.0,LT,DE,,R4
BY,Y22,Waste and scrap of refined copper,B1010,9.0,Н12,Ecotoxic,286.0,LV,LT,,R4
BY,Y22,Waste and scrap of refined copper,B1010,9.0,Н12,Ecotoxic,100.0,,LV,,R4
BY,Y22,Waste and scrap of refined copper,B1010,9.0,Н12,Ecotoxic,102.0,"PL, DE",HL,,R4
BY,Y22,Waste and scrap of refined copper,B1010,9.0,Н12,Ecotoxic,2000.0,,RU,,R4
BY,"Y22, Y23",Copper waste and scrap (alloys based on copper and zinc (brass),B1010,9.0,Н12,Ecotoxic,20.0,,LT,,R4
BY,Y22,Other copper waste and scrap,B1010,9.0,Н12,Ecotoxic,85.1,LT,DE,,R4
BY,Y22,Other copper waste and scrap,B1010,9.0,Н12,Ecotoxic,52.0,,LV,,R4
BY,Y22,Other copper waste and scrap,B1010,9.0,Н12,Ecotoxic,54.5,,LT,,R4
BY,Y22,Other copper waste and scrap,B1010,9.0,Н12,Ecotoxic,20.0,"PL,DE",HL,,R4
BY,Y22,Other copper waste and scrap,B1010,9.0,Н12,Ecotoxic,73.6,,PL,,R4
BY,Y31,Lead waste and scrap,A1010,9.0,Н12,Ecotoxic,8.0,,LV,,R4
BY,Y31,Lead waste and scrap,A1010,9.0,Н12,Ecotoxic,50.0,,PL,,R4
BY,Y31,Lead waste and scrap,A1010,9.0,Н12,Ecotoxic,110.0,,LT,,R4
BY,Y31,Lead waste and scrap,A1010,9.0,Н12,Ecotoxic,100.0,LT,EE,,R4
BY,Y_,Tungsten waste and scrap,B1010,9.0,Н12,Ecotoxic,8.7,,DE,,R4
BY,Y_,Magnesium waste and scrap  ,B1010,9.0,Н12,Ecotoxic,28.3,,UA,,R4
BY,Y_,Titanium waste and scrap,B1010,9.0,Н12,Ecotoxic,15.7,LT,DE,,R4
BY,Y_,Titanium waste and scrap,B1010,9.0,Н12,Ecotoxic,5.0,LT,LV,,R4
BY,Y_,Metal-ceramic waste and scrap,B2030,9.0,Н12,Ecotoxic,4.5,LT,DE,,R4
BY,Y_,Metal-ceramic waste and scrap,B2030,9.0,Н12,Ecotoxic,54.8,,PL,,R4
BY,Y31,"Waste and scrap of primary cells, primary batteries and electric accumulators containing lead",A1180,9.0,H12,Ecotoxic,1040.0,,LT,,R13
BY,Y31,"Waste and scrap of primary cells, primary batteries and electric accumulators containing lead",A1180,9.0,H12,Ecotoxic,1938.4,,PL,,R13
BY,Y31,"Waste and scrap of primary cells, primary batteries and electric accumulators containing lead",A1180,9.0,H12,Ecotoxic,100.0,,UA,,R13
BY,Y31,"Waste and scrap of primary cells, primary batteries and electric accumulators containing lead, other",A1180,9.0,H12,Ecotoxic,368.8,,LT,,R13
CA,Y1,"Clinical wastes from medical care in hospitals, medical centres, and clinics",,,H12.0,Ecotoxic,1420.57405,,US,D9,
CA,Y1,"Clinical wastes from medical care in hospitals, medical centres, and clinics",,,H12.0,Ecotoxic,351.0275,,US,D10,
CA,Y1,"Clinical wastes from medical care in hospitals, medical centres, and clinics",,,H12.0,Ecotoxic,111.0716,,US,D14,
CA,Y1,"Clinical wastes from medical care in hospitals, medical centres, and clinics",UN2814,6.2,H06.2,Infectious substances,1.061,,US,D9,
CA,Y1,"Clinical wastes from medical care in hospitals, medical centres, and clinics",UN3373,6.2,H06.2,Infectious substances,44.092,,US,D9,
CA,Y1,"Clinical wastes from medical care in hospitals, medical centres, and clinics",UN3373,6.2,H06.2,Infectious substances,275.56376000000006,,US,D10,
CA,Y2,Wastes from the production and preparation of pharmaceutical products,UN1384,4.2,H04.2,Spontaneous Combustion,0.007,,US,D10,
CA,Y2,Wastes from the production and preparation of pharmaceutical products,UN1426,4.3,H04.3,Flammable Gases in contact with water,0.046,,US,D10,
CA,Y2,Wastes from the production and preparation of pharmaceutical products,UN1851,6.1,H06.1,Toxic (Poisonous),0.436,,US,D10,
CA,Y2,Wastes from the production and preparation of pharmaceutical products,UN3249,6.1,H06.1,Toxic (Poisonous),12.428,,US,D10,
CA,Y2,Wastes from the production and preparation of pharmaceutical products,UN2692,8.0,H08.0,Corrosive,0.003,,US,D10,
CA,"Y2, Y41",Wastes from the production and preparation of pharmaceutical products; Halogenated organic solvents,UN3399,4.3,H04.3/H03.0,Flammable Gases in contact with water; Flammable Liquids,0.007,,US,D10,
CA,"Y2, Y42","Wastes from the production and preparation of pharmaceutical products; Organic solvents; Waste pharmaceuticals, drugs, and medicines",UN1993,3.0,H03.0,Flammable Liquids,60.623,,US,D10,
CA,Y3,"Waste pharmaceuticals, drugs, and medicines",UN1851,6.1,H06.1,Toxic (Poisonous),126.962,,US,D10,
CA,Y3,"Waste pharmaceuticals, drugs, and medicines",UN3249,6.1,H06.1,Toxic (Poisonous),14.386,,US,D10,
CA,Y4,"Wastes from the production, formulation, and use of biocides and phytopharmaceuticals",UN2902,6.1,H06.1,Toxic (Poisonous),18.613000000000003,,US,D10,
CA,Y5,Wastes from the manufacture and use of wood-preserving chemicals,,,H12.0,Ecotoxic,128.029,,US,D10,
CA,Y5,Wastes from the manufacture and use of wood-preserving chemicals,,,H12.0,Ecotoxic,33643.701,,US,,R1
CA,Y5,Wastes from the manufacture and use of wood-preserving chemicals,,,H12.0,Ecotoxic,30286.275999999998,,US,,R13
CA,"Y5,Y39","Wastes from the manufacture and use of wood-preserving chemicals; Phenols, phenol compounds, including chlorophenols",,,H13.0,Leachate,1978.722,,US,,R1
CA,"Y5, Y39","Wastes from the manufacture and use of wood-preserving chemicals; Phenols, phenol compounds, including chlorophenols",,,H13.0,Leachate,58.716,,US,,R13
CA,"Y6, Y3, Y41, Y12","Wastes from the production and use of organic solvents; Waste pharmaceuticals, drugs, and medicines; Halogenated organic solvents; Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",UN1992,3.0,H03.0/H06.1,Flammable Liquids; Toxic (Poisonous),844.063,,US,,R13
CA,"Y6, Y12, Y42","Wastes from the production and use of organic solvents; Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes; Organic solvents",UN1993,3.0,H03.0,Flammable Liquids,1562.048,,US,,R13
CA,"Y6,Y41,Y42,Y40",Wastes from the production and use of organic solvents; Halogenated organic solvents; Organic solvents; Ethers,UN1155,3.0,H03.0,Flammable Liquids,0.001,,US,D13,
CA,"Y6, Y42",Wastes from the production and use of organic solvents; Organic solvents,UN1263,3.0,H03.0,Flammable Liquids,3.147,,US,,R2
CA,"Y6, Y42",Wastes from the production and use of organic solvents; Organic solvents,UN1268,3.0,H03.0,Flammable Liquids,1889.4,,US,,R2
CA,"Y6,Y42",Wastes from the production and use of organic solvents; Organic solvents,UN1993,3.0,H03.0,Flammable Liquids,15.4,,US,D14,
CA,"Y6,Y42",Wastes from the production and use of organic solvents; Organic solvents,UN1993,3.0,H03.0,Flammable Liquids,333.267,,US,,R1
CA,"Y6,Y42",Wastes from the production and use of organic solvents; Organic solvents,UN1993,3.0,H03.0,Flammable Liquids,23.279,,US,,R2
CA,"Y6,Y42",Wastes from the production and use of organic solvents; Organic solvents,UN3175,4.1,H04.1,Flammable solids,30.701,,US,D10,
CA,"Y6,Y42,Y41",Wastes from the production and use of organic solvents; Organic solvents; Halogenated organic solvents,UN1993,3.0,H03.0,Flammable Liquids,406.56,,US,,R13
CA,Y8,Waste mineral oils unfit for their intended use,UN3148,4.3,H04.3,Flammable Gases in contact with water,5.72,,US,D10,
CA,Y9,Waste oil;  water,,,H12.0,Ecotoxic,5900.0,,US,D5,
CA,Y9,Waste oil;  water,,,H12.0,Ecotoxic,494.648,,US,D9,
CA,Y9,Waste oil;  water,,,H12.0,Ecotoxic,14099.823,,US,,R1
CA,Y9,Waste oil;  water,,,H12.0,Ecotoxic,1429.2,,US,,R3
CA,Y9,Waste oil;  water,,,H12.0,Ecotoxic,972.728,,US,,R9
CA,Y9,Waste oil;  water,,,H12.0,Ecotoxic,1174.78,,US,,R13
CA,"Y9, Y18",Waste oil;  water; Residues arising from industrial waste-disposal operations,,,H12.0,Ecotoxic,4596.918,,US,D9,
CA,"Y9, Y31",Waste oil;  water; Lead,,,H12.0,Ecotoxic,10716.663,,US,,R1
CA,"Y9, Y31, Y41, Y42",Waste oil;  water; Lead; Halogenated organic solvents; Organic solvents,,,H12.0,Ecotoxic,458.081,,US,,R9
CA,"Y9, Y35, Y18",Waste oil;  water; Basic solutions (or solids); Residues arising from industrial waste-disposal operations,,,H12.0,Ecotoxic,564.78,,US,D9,
CA,Y12,"Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",UN1210,3.0,H03.0,Flammable Liquids,0.415,,US,,R5
CA,Y12,"Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",UN1490,5.1,H05.1,Oxidizing,0.164,,US,D10,
CA,"Y12, Y42","Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes; Organic solvents",UN1263,3.0,H03.0,Flammable Liquids,204.399,,US,,R2
CA,Y13,"Wastes from production, formulation, and use of resins, latex, plasticizers, and glues/adhesives",UN1133,3.0,H03.0,Flammable Liquids,1.038,,US,D10,
CA,Y13,"Wastes from production, formulation, and use of resins, latex, plasticizers, and glues/adhesives",UN1866,3.0,H03.0,Flammable Liquids,1.039,,US,D10,
CA,"Y13, Y39","Wastes from production, formulation, and use of resins, latex, plasticizers, and glues/adhesives; Phenols, phenol compounds, including chlorophenols",UN2922,8.0,H08.0,Corrosive,982.0,,US,D10,
CA,"Y13, Y42, Y41","Wastes from production, formulation, and use of resins, latex, plasticizers, and glues/adhesives; Organic solvents; Halogenated organic solvents",UN1325,4.1,H04.1,Flammable solids,36.96,,US,,R13
CA,Y15,Waste of an explosive nature not subject to other legislation,UN3170,4.3,H04.3,Flammable Gases in contact with water,647.545,,US,,R4
CA,Y15,Waste of an explosive nature not subject to other legislation,UN2028,8.0,H08.0,Corrosive,0.05,,US,D10,
CA,Y17,Wastes resulting from the surface treatment of metals and plastics,,,H12.0,Ecotoxic,115.672,,US,D9,
CA,Y17,Wastes resulting from the surface treatment of metals and plastics,UN1869,4.1,H04.1,Flammable solids,188.958,,US,,R4
CA,"Y17, Y21",Wastes resulting from the surface treatment of metals and plastics; Hexavalent chromium compounds,,,H13.0,Leachate,16.288,,US,,R4
CA,"Y17, Y21, Y34",Wastes resulting from the surface treatment of metals and plastics; Hexavalent chromium compounds; Acidic solutions (or solids),UN3264,8.0,H08.0,Corrosive,46.256,,US,,R4
CA,"Y17, Y22",Wastes resulting from the surface treatment of metals and plastics; Copper,,,H12.0,Ecotoxic,75.149,,US,,R4
CA,"Y17, Y22, Y23",Wastes resulting from the surface treatment of metals and plastics; Copper; Zinc,,,H12.0,Ecotoxic,20.0,,US,,R4
