"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code"
NO,Y31,,,,,,3487.0,,GB,,R4 
NO,Y31,,,,,,10485.4,,SE,,R4 
NO,Y31,,,,,,1724.0,,SE,,R5 
NO,Y31,,,,,,233.37,,SE,D1 ,
NO,Y31,,,,,,397.0,,DE,,R5 
NO,Y31,,,,,,578.0,SE,DE,,R5 
NO,Y32,,,,,,32.9,NL,DE,,R1 
NO,Y32,,,,,,548.61,NL,DE,,R12
NO,Y34,,,,,,439.807,SE,DK,D10,
NO,Y34,,,,,,6.0,SE,FI,D10,
NO,Y34,,,,,,190.1,,GB,,R5 
NO,Y34,,,,,,361.96000000000004,,SE,D10,
NO,Y34,,,,,,19.203,,SE,D9 ,
NO,Y34,,,,,,47.0,DK,DE,D10,
NO,Y35,,,,,,4200.0,,DK,,R6 
NO,Y41,,,,,,22.1,SE,FI,D10,
NO,Y41,,,,,,0.6,,SE,D10,
NO,Y42,,,,,,401.0,,DE,,R3 
NO,Y42,,,,,,152.0,DK,DE,D10,
NO,Y45,,,,,,838.805,,SE,,R1 
NO,Y45,,,,,,6338.0,,SE,,R3 
NO,Y45,,,,,,4.0,,SE,D10,
NO,Y45,,,,,,1011.32,DK,DE,D10,
NO,Y46,,,,,,13779.58,,DK,,R1 
NO,Y46,,,,,,502.8,SE,DK,,R1 
NO,Y46,,,,,,6330.35,,FI,,R1 
NO,Y46,,,,,,1000.0,,NL,,R12
NO,Y46,,,,,,373.406,,GB,,R5 
NO,Y46,,,,,,23923.1,,SE,,R1
NO,Y46,,,,,,395751.48899999994,,SE,,R1 
NO,Y46,,,,,,4358.84,,SE,,R12
NO,Y46,,,,,,4695.0,,SE,,R13
NO,Y46,,,,,,36712.96,,SE,,R3 
NO,Y46,,,,,,72.58,,SE,,R4 
NO,Y46,,,,,,9479.64,,SE,,R5 
NO,Y46,,,,,,988.1500000000001,,SE,D10,
NO,Y46,,,,,,31834.87,FI,SE,,R1 
NO,Y46,,,,,,1200.0,,DE,,R3 
NO,Y46,,,,,,402.0,,DE,,R4 
NO,Y46,,,,,,3205.0,SE,DE,,R12
NO,Y46,,,,,,7727.0,SE,DE,,R3 
NO,Y47,,,,,,3471.7,FI,SE,,R1 
PL,Y8,130208*,A3020,-,3,,1083.95,,DE,,R9
PL,Y8,130208*,A3020,9.0,12,,1155.74,,DE,,R9
PL,Y10,"160209* ,  160210*",A3180,9.0,11.12,,21.19,,BE,,R12
PL,Y10,"160209* ,  160210*",A3180,9,"11 , 12",,41.137,,BE,D10,
PL,Y10,"160209* ,  130301*",A3180,9.0,11.0,,15.9,,FR,D10,
PL,Y17,110107*,A1130,6.1,6.1,,90.692,,BE,,"R4 ,  R6"
PL,Y17,110109*,A1050,9.0,12.0,,272.44,,DE,,R4
PL,Y17,190813*,A1050,9,12,,17.74,,DE,,R4
PL,Y17,110109*,A1050,9.0,12.0,,39.9,,DE,,R4
PL,Y17,190205*,A1050,9.0,12.0,,45.161,,DE,,R4
PL,Y17,110109*,A1050,9.0,12.0,,95.74,,DE,,R4
PL,Y17,110109*,A1050,9.8,12.0,,123.479,,DE,,R4
PL,Y26,160602*,A1170,8,8,,14.009,,DE,,R4
PL,Y26,160602*,A1170,8,8,,19.486,,FR,,R4
PL,Y29,060404*,A1030,9.0,6.1,,18.08,,DE,D12,
PL,Y29,060404*,A1030,9,"11, 12",,31.313,,DE,,R4
PL,Y31,160215*,A2010,-,11.0,,99.94,,DE,,R5
PL,Y36,150111*,A4130,9.0,11.0,,105.975,,DE,,"R13, R12, R4"
PL,Y36, 160121*,A2050,-,11,,55.96,,FR,D1,
PL,"Y6, Y17, Y42",150110*,,4.1,4.1,,0.35,,DE,,R4
PL,"Y6, Y17, Y42",150202*,A4070,4.1,4.1,,0.61,,DE,,R4
PL,"Y29, Y33, Y34, Y35",160506*,A4140,9.0,"6,1 ,  8",,9.39,,DE,,"R3 ,  R4 ,  R5"
PL,Y_,Spent catalysts containing dangerous transition metals  or dangerous transition metal compounds (16 08 02*),A2030,4.2,4.2,,351.282,,DE,,R4
PL,Y_,Hazardous components removed from discarded equipment (16 02 15*),A1180,-,11.0,,84.84,,DE,,R5
PL,Y_,Spent catalysts containing dangerous transition metals  or dangerous transition metal compounds (16 08 02*),A2030,4.2,"4.2 ,  11",,4530.756,,AT,,R4
PL,Y_,Spent catalysts containing dangerous transition metals  or dangerous transition metal compounds (16 08 02*),A2030,"4,2",4.2,,226.65,,NL,,R8
PL,Y_,Spent catalysts containing dangerous transition metals  or dangerous transition metal compounds (16 08 02*),A2030,4.1,4.1,,17.538,,DE,,R4
PT,Y1,Medicamentos citotóxicos e citostáticos,,,,,100.04, -,ES,D10,
PT,Y1,Resíduos cuja recolha e eliminação está sujeita a requisitos específicos tendo em vista a prevenção de infecções ,,,,,376.821, -,ES,D9,
PT,Y1,Objectos cortantes e perfurantes (excepto 180103). Medicamentos citotóxicos e citostáticos,,,,,526.286,"ES, FR, NL",BE,D10,
PT,Y2,"Produtos químicos de laboratório, contendo ou compostos por substâncias perigosas, incluindo misturas de produtos químicos de laboratório",,,,,65.173,NL,BE,D10,
PT,Y3,Medicamentos não abrangidos em 200131 ,,,,,78.8, -,ES,D10,
PT,Y3,Resíduos sólidos contendo substâncias perigosas Medicamentos citotóxicos e citostáticos Medicamentos não abrangidos em 200131 ,,,,,660.009,NL,BE,D10,
PT,Y4,Pesticidas,,,,,52.947,NL,BE,D10,
PT,Y6,,,,,,89.915, -,ES,,R2
PT,Y6,"Solventes, líquidos de lavagem e licores-mãe orgânicos halogenados. Outros solventes, líquidos de lavagem e licores-mãe orgânicos ",,,,,78.087,NL,BE,D10,
PT,Y8,"outros óleos de motores, transmissões e lubrificação",,,,,11444.58, -,ES,,R9
PT,Y8,Filtros de óleos,,,,,315.055, -,ES,,R4
PT,Y8,"Óleos minerais não clorados de motores, transmissões e lubrificação Outros óleos de motores, transmissões e lubrificação",,,,,338.893,"BE, GB, NL, ES",DE,,"R13,R9"
PT,Y10,"Equipamentos fora de uso contendo ou contaminados por PCB, não abrangidos em 160209",,,,,8.52, -,ES,"D10,D15",
PT,Y10,"Transformadores e condensadores, contendo PCB",,,,,100.04, -,ES,,"R13,R4"
PT,Y10,"Óleos isolantes e de transmissão de calor, contendo PCB. Transformadores e condensadores, contendo PCB. Resíduos de construção e demolição, contendo PCB (por exemplo, vedantes com PCB, revestimentos de piso à base de resinas com PCB, envidraçados vedados contendo PCB, condensadores com PCB)",,,,,27.14,ES,FR,"D10,D9",
PT,Y10,"Óleos hidráulicos contendo PCB e Transformadores e condensadores, contendo PCB",,,,,92.001,NL,BE,D10,
PT,Y13,PVC - Polímeros Cloreto de Vinilo,,,,,416.93, -,MA,,R3
PT,Y13,Resíduos de destilação e resíduos de reacção halogenados ,,,,,65.66,NL,DE,,R5
PT,Y13,Outros resíduos de destilação e resíduos de reacção,,,,,48.286,NL,BE,D10,
PT,Y14,"Produtos químicos de laboratório, contendo ou compostos por substâncias perigosas, incluindo misturas de produtos químicos de laboratório",,,,,9.42,ES,FR,D10,
PT,Y17 ,"lamas e bolos de filtração, contendo substâncias perigosas",,,,,116.52,"ES,FR",DE,,R4
PT,Y17 ,"Lamas de outros tratamentos de águas residuais industriais, contendo substâncias perigosas",,,,,160.744,NL,BE,,R4
PT,Y18,"Absorventes, materiais filtrantes (incluindo filtros de óleo não anteriormente especificados), panos de limpeza e vestuário de protecção contaminados por substâncias perigosas",,,,,48.56, -,ES,,"R13,R5"
PT,Y18,"Gases em recipientes sob pressão (incluíndo halons), contendo substâncias perigosas",,,,,8.14, -,ES,,R3
PT,Y23,"Resíduos sólidos do tratamento de gases, contendo substâncias perigosas",,,,,33500.62, -,ES,,R4
PT,Y26,pilhas de níquel-cádmio,,,,,46.564, -,SE,,R4
PT,Y31,Pilhas/acumuladores de chumbo,,,,,17179.548, -,ES,,R4
PT,Y31,Acumuladores de chumbo e ácidos usados.,,,,,45.0, -,ES,,"R4,R6"
PT,Y31,Vidro proveniente de tubos catódicos e outros activados ,,,,,150.88, -,ES,,R5
PT,"Y32,Y45","Gases em recipientes sob pressão (incluíndo halons), contendo substâncias perigosas",,,,,1.799,ES,FR,D10,
PT,Y34,"Pilhas e acumuladores abrangidos em 160601, 160602 ou 160603 e pilhas e acumuladores, não triados, contendo essas pilhas ou acumuladores",,,,,66.58, -,ES,,"R13,R4"
PT,Y34,"pilhas e acumuladores abrangidos em 160601, 160602 ou 160603 e pilhas e acumuladores, não triados, contendo essas pilhas ou acumuladores",,,,,44.483, -,ES,,"R4,R5"
PT,Y45,"Clorofluorcarbonetos, HCFC, HFC",,,,,18.495,ES,FR,D10,
PT,Y45,"Clorofluorcarbonetos, HCFC, HFC",,,,,0.812,NL,BE,D10,
RS,Y40,Ethers,A1020,9,"H12,H13","Ecotoxic, Capable by any means, after disposal, of yielding another material, which possesses any of the characteristics above",1430.35,HR,CN,,R4
RS,Y31,Lead; lead compounds,A1020,9,H12,Ecotoxic,329.923,"CZ,HU,SK",DE,D10,
RS,Y37,Organic phosphorus compounds,A1160,8,"H8,H11","Corrosives, Toxic (delayed or chronic)",186.4,,RO,,R4
RS,Y37,Organic phosphorus compounds,A1160,8,"H8,H10,H11","Corrosives, Liberation of toxic gases in contact with air or water, Toxic (delayed or chronic)",4722.9,,BG,,R4
RS,Y31,Lead; lead compounds,A1160,8,"H8,H12","Corrosives, Ecotoxic",70,HR,SI,,R4
RS,Y26,"Cadmium, cadmium compounds",A1170,8,"H8,H10","Corrosives, Liberation of toxic gases in contact with air or water",9.025,"AT,HU",DE,,R4
RS,Y10,"PCB, PCT, PBB waste",A1180,9,"H11,H12,H13","Toxic (delayed or chronic), Ecotoxic, Capable, by any means, after disposal, of yielding another material, which possesses any of the characteristics above",37.7193,,RO,,"R12,R13"
RS,Y40,Ethers,A1180,9,"H11,H12","Toxic (delayed or chronic), Ecotoxic",154.6,,BG,,R5
RS,Y31,Lead; lead compounds,A2010,9,H12,Ecotoxic,189.1,"AT,HR,SI",DE,,R5
RS,Y31,Lead; lead compounds,A2010,6.1,H6.1,Poisonous (acute),16.7,"AT,HU",DE,,R5
RS,Y18,Residues from industrial waste disposal operations,A2010,9,H10,Liberation of toxic gases in contact with air or water,1225,"AT,HR,DE,SI",NL,,R5
RS,Y27,"Antimony, antimony compounds",A3030,6.1,H6.1,Poisonous,22,"AT,CZ,HU",DE,D10,
RS,Y10,"PCB, PCT, PBB waste",A3180,9,"H11,H12,H13","Toxic (delayed or chronic), Ecotoxic, Capable, by any means, after disposal, of yielding another material, which possesses any of the characteristics above",178.52,,RO,,R12
RS,Y10,"PCB, PCT, PBB waste",A3180,9,"H10,H13","Liberation of toxic gases in contact with air or water, Capable, by any means, after disposal, of yielding another material, which possesses any of the characteristics above",528.42,HU,AT,D10,
RS,Y10,"PCB, PCT, PBB waste",A3180,9,"H11,H12,H13","Toxic (delayed or chronic), Ecotoxic, Capable, by any means, after disposal, of yielding another material, which possesses any of the characteristics above",126.92,"HR,IT,SI",FR,D10,
RS,"Y2,Y3","Waste from pharmaceutical production, Waste pharmaceuticals",A4010,6.1,"H6.1,H12,H13","Poisonous (acute), Ecotoxic, Capable, by any means, after disposal, of yielding another material, which possesses any of the characteristics above",442.615,HU,AT,D10,
RS,"Y2,Y3","Waste from pharmaceutical production, Waste pharmaceuticals",A4010,"6.1,9","H6.1,H11","Poisonous (acute), Toxic (delayed or chronic)",70.49,MK,GR,D10,
RS,Y4,Biocide and phytopharmaceutical waste,A4030,"6.1,9",H6.1,Poisonous (acute),34.82,"AT,HU",DE,D10,
RS,"Y9,Y40","Waste oil/water, hydrocarbon/water mixtures, emulsions, Ethers",A4060,9,"H12,H13","Ecotoxic, Capable, by any means, after disposal, of yielding another material, which possesses any of the characteristics above",66.9,"CZ,HU,SK",PL,D10,
RS,Y12,"Ink, dye, pigment, paint wastes",A4070,"4.1,6.1,9","H4.1,H6.1,H12","Flammable solids, Poisonous (acute), Ecotoxic",231.88,HU,AT,D10,
RS,Y12,"Ink, dye, pigment, paint wastes",A4070,9,"H12,H13","Ecotoxic, Capable, by any means, after disposal, of yielding another material, which possesses any of the characteristics above",14.523,"AT,HR,SI",DE,D10,
RS,Y12,"Ink, dye, pigment, paint wastes",A4070,9,"H12,H13","Ecotoxic, Capable, by any means, after disposal, of yielding another material, which possesses any of the characteristics above",39.56,"CZ,HU,SK",PL,D10,
RS,Y16,Photographic chemicals and processing materials,A4090,"8,9","H8,H12","Corrosives, Ecotoxic",103.7,HU,AT,D9,
RS,Y23,Zinc compounds,A4100,9,H12,Ecotoxic,351.7,,BG,,R4
RS,"Y2,Y4,Y6","Waste from pharmaceutical production, Biocide and phytopharmaceutical waste, Organic solvents",A4140,"3,4.1,4.2,5.1,6.1,8,9","H4.1,H4.2,H6.1,H8","Flammable solids, Substances or wastes liable to spontaneous combustion, Poisonous (acute), Corrosives",23.36,"AT,DE,HU",CH,D10,
RS,Y18,Residues from industrial waste disposal operations,A4140,"4.1,5.1,6.1,8,9","H4.1,H5.1,H6.1","Flammable solids,  Oxidizing, Poisonous (acute)",57.899,HU,AT,D10,
RS,"Y36,Y42",Organic solvents excl. halogenated solvents,AB__,9,H5.1,Oxidizing,15,"AT,HR,SI",DE,,R3
SG,Y1,,A4020,,H6.2,,182.66,,BE,D10,
SG,Y4,,A4030,,H8,,726.58,,DK,D10,
SG,Y4,,A4030,,H8,,6944.219999999999,,FR,D10,
SG,Y4,,A4160,,H12,,10.29,,BE,,R7
SG,Y4,,A4160,,H12,,103.64,,NL,,R7
SG,Y6,,A3160,,H6.1,,242.25,,CH,D10,
SG,Y6,,A3160,,H8,,504.216,,CH,D10,
SG,Y6,,A3160,,H6.1,,22.07,,CH,D10,
SG,Y6,,A3160,,H3,,141.866,,BE,,"R3, R5"
SG,Y6,,A4160,,H11,,415.96,,AT,,R7
SG,Y6,,A4160,,H12,,301.056,,BE,,R7
SG,Y6,,A4160,,H12,,105.0,,NL,,R7
SG,Y7,,A4050,,H6.1,,971.1,,NL,,R5
SG,Y8,,A3020,,H6.1,,3535.98,,PL,,R9
SG,Y8,,A3020,,H11,,8445.098,,NL,,R9
SG,Y8,,A3020,,H11,,2342.08,,PL,,R9
SG,Y8,,A3020,,H6.1,,4908.595,,NL,,R9
SG,Y8,,A3020,,H11,,6880.42,,CH,,R1
SG,Y8,,A3020,,H11,,979.3199999999998,,NL,,R9
SG,Y8,,A3020,,H11,,620.6599999999999,LU,BE,,R9
SG,Y8,,A3020,,H6.1,,228.44,,CH,,R1
SG,Y8,,A3020,,H6.1,,707.9300000000001,,NL,,R9
SG,Y8,,A3020,,H6.1,,23.4,,NL,,R9
SG,Y8,,A3020,,H6.1,,1747.8000000000002,,NL,,R9
SG,Y9,,A4060,,H12,,171.64,,DK,,R9
SG,Y9,,A4060,,H12,,142.2,,CH,D9,
SG,Y9,,A4060,,H12,,853.83,,NL,,R9
SG,Y10,,A1180,,H6.1,,223.18,"AT, HU",RO,,R4
SG,Y10,,A3180,,H11,,202.18,,FR,,R4
SG,Y10,,A3180,,H11,,563.55,FR,ES,,R4
SG,Y10,,A3180,,H12,,0.544,NL,BE,,R4
SG,Y11,,A3190,,H6.1,,232.82,,NL,,R1
SG,Y11,,A3190,,H6.1,,111.66,,NL,,R5
SG,Y11,,A3190,,H12,,157.44,,NL,,R5
SG,Y12,,A4070,,H4.1,,320.14,,BE,,R1
SG,Y12,,A4070,,H4.1,,2.073,,NL,,R4
SG,Y12,,A4070,,H4.1,,14.92,LU,BE,,R1
SG,Y12,,A4070,,H4.1,,25.76,,BE,,R12
SG,Y12,,A4160,,H6.1,,4.0,,BE,,R7
SG,Y15,Gases in pressure containers,A4130,,H3,,3.0,LU,FR,D10,
SG,Y17,,A1050,,H12,,90.09100000000001,,NL,,R4
SG,Y17,,A1060,,H8,,117.50800000000001,,AT,,R4
SG,Y17,,A1060,,H8,,94.554,,AT,,R5
SG,Y17,,A1060,,H8,,1179.27,,BE,,R5
SG,Y17,,A1060,,H8,,42.32,,BE,,R6
SG,Y17,,A1060,,H8,,4.54,,NL,,R4
SG,Y17,,A1060,,H8,,76.515,NL,BE,,R4
SG,Y17,,A1060,,H8,,50.08,,BE,,R5
SG,Y17,,A1060,,H8,,298.5,NL,BE,,R12
SG,Y17,,A1060,,H12,,15.048,,AT,,R4
SG,Y17,,A1060,,H8,,105.8,,BE,,R5
SG,Y17,,A1130,,H8,,121.7,,AT,,R4
SG,Y17,,A1130,,H8,,62.02,,BE,,R4
SG,Y17,,A1130,,H8,,1451.56,,BE,,R4
SG,Y17,,A1130,,H8,,46.34,,BE,,R4
SG,Y17,,A1130,,H8,,1660.2359999999999,,BE,,"R4, R6"
SG,Y17,,A1130,,H8,,1248.88,LU,BE,,"R4, R6"
SG,Y17,,A4050,,H6.1,,61.657,,NL,,R4
SG,Y18,,A3120,,H12,,1200.0259999999998,,BE,,R12
SG,Y18,,A4060,,H12,,13986.876,,NL,,R5
SG,Y18,,A4100,,H11,,192.833,,CH,,R4
SG,Y18,,A4100,,H12,,101.501,,CH,,R4
SG,Y18,,A4130,,H4.1,,206.478,BE,FR,,R3
SG,Y18,,A4130,,H4.1,,422.141,NL,BE,,R4
SG,Y18,,A4160,,H12,,226.831,,BE,,R7
SG,Y18,,A4160,,H12,,272.98900000000003,,BE,,R7
SG,Y18,,A4160,,H12,,491.98,,NL,,R7
SG,Y22,,A1020,,H12,,842.23999998,NL,BE,,R4
SG,Y22,,A1020,,H12,,38.86,,NL,,R4
SG,Y22,,A1020,,H12,,460.58,,BE,,R4
SG,Y22,,A4100,,H11,,21.7,,NL,,R12
SG,Y22,,A4100,,H11,,20.5,,NL,,R4
SG,Y22,,A4100,,H12,,377.54,,BE,,R4
SG,Y23,,A1080,,H12,,28.64,,NL,,R4
SG,Y23,,A2030,,H4.2,,1.92,,CH,,R4
SG,Y23,,A4100,,H12,,5745.44,,NL,,R4
SG,Y23,,A4100,,H12,,1064.0,"NL, BE",FR,,R4
SG,Y23,,A4100,,H12,,310.635,,SE,,R4
SG,Y23,,A4100,,H12,,3614.19,BE,FR,,R4
SG,Y23,,A4100,,H12,,5841.37,,PL,,R4
SG,Y23,,A4100,,H11,,2490.59,BE,FR,,R4
SG,Y23,,A4100,,H12,,1890.576,"BE,  NL",FR,,R4
SG,Y23,,A4100,,H11,,430.35,"AT, HU, RO",BG,,R4
SG,Y23,,A4100,,H11,,13.62,,SE,,R4
SG,Y23,,A4100,,H11,,802.0799999999999,,PL,,R4
SG,Y23,,A4100,,H11,,4073.294,"NL, BE",FR,,R4
SG,Y23,,A4100,,H12,,160.16,,BE,,R5
SG,Y23,,A4100,,H11,,72.25999999999999,,NL,,R12
SG,Y23,,A4100,,H12,,525.52,,BE,,R4
SG,Y23,,A4100,,H12,,21.09,,BE,,R5
SG,Y23,,A1170,,--,,161.309,,FI,,R4
SG,Y24,,A1030,,H6.1,,6.481999999999999,CZ,SK,,R4
SG,Y25,,A1020,,H6.1,,11.54,,BE,,R4
SG,Y26,,A1010,,H12,,1.991,LU,FR,,R4
SG,Y26,,A1020,,H6.1,,23.107,NL,BE,,R4
SG,Y26,,A1170,,H6.1,,310.562,LU,FR,,R4
SG,Y26,,A1170,,H6.1,,435.71299999999997,,FR,,R4
SG,Y29,Amalgam waste,A1010,,H12,,4.0,,AT,,R4
SG,Y29,Amalgam waste,A1010,,H12,,0.351,,CH,,R4
SG,Y29,,A4160,,H6.1,,81.044,,BE,,R7
SG,Y31,,A1010,,H6.1,,99.08,,SE,,R4
SG,Y31,,A1020,,H6.1,,5771.34,,BE,,R4
SG,Y31,,A1020,,H11,,8.021,,BE,,R4
SG,Y31,,A1020,,H6.1,,18.002,,NL,,R12
SG,Y31,,A1020,,H6.1,,19.04,,NL,,R4
SG,Y31,,A1020,,H6.1,,7670.560000000001,NL,BE,,R4
SG,Y31,,A1020,,H6.1,,17.0,,BE,,R4
SG,Y31,,A1020,,H6.1,,3564.94,NL,BE,,R4
SG,Y31,,A1020,,H6.1,,295.055,,BE,,R4
SG,Y31,,A1020,,H11,,75.12,,NL,,R4
SG,Y31,,A1160,,H8,,7979.756,,BE,,R4
SG,Y31,,A1160,,H8,,15170.665000000003,,CZ,,R4
SG,Y31,,A1160,,H8,,576.975,,PL,,R4
SG,Y31,,A1160,,H8,,1468.04,,SI,,R4
SG,Y31,,A1160,,H8,,1885.24,FR,ES,,R4
SG,Y31,,A1160,,H8,,5425.09,NL,BE,,R4
SG,Y31,,A1180,,H12,,1041.62,,BE,,R4
SG,Y31,,A1180,,H12,,309.857,,CZ,,R12
SG,Y31,,A1180,,H12,,350.5,,NL,,R12
SG,Y31,,A1180,,H12,,30.28,,NL,,R4
SG,Y31,,A1180,,H12,,279.20000000000005,,AT,,"R3, R4"
SG,Y31,,A1180,,H12,,3892.67,,NL,,R12
SG,Y31,,A2010,,H12,,6777.65,,NL,,R5
SG,Y31,,A4100,,H6.1,,1926.67,,BE,,R4
SG,Y31,,A4100,,H6.1,,1460.004,,BE,,R4
SG,Y31,,A4100,,H6.1,,53.92,,BE,,R5
SG,Y31,,A4100,,H12,,177.34,,PL,,R4
SG,Y34,,A4090,,H8,,148.0,,FR,,R5
SG,Y34,,A4090,,H8,,27.0,AT,IT,,R6
SG,Y41,,A3150,,H6.1,,61.42,LU,FR,D10,
SG,Y41,,A3150,,H3,,1272.64,,DK,D10,
SG,Y41,,A3150,,H6.1,,3380.7000000000003,,DK,D10,
SG,Y41,,A3150,,H6.1,,110.54,,FR,D10,
SG,Y41,,A3150,,H6.1,,664.587,,NL,,R2
SG,Y42,,A3140,,H3,,1010.46,,CH,,R2
SG,Y42,,A3140,,H3,,82.46,,DK,,R1
SG,Y42,,A3140,,H3,,6203.34,,FR,,R1
SG,Y42,,A3140,,H3,,4735.0,,FR,,R2
SG,Y42,,A3140,,H3,,598.245,BE,FR,,R2
SG,Y42,,A3140,,H3,,304.23,LU,FR,,R2
SG,Y42,,A3140,,H3,,283.416,NL,BE,,R12
SG,Y42,,A3140,,H3,,92.06,,NL,,R2
SG,Y42,,A3140,,H3,,1393.4499999999998,,FR,,R2
SG,Y42,,A3140,,H3,,1866.191,,NL,,R2
SG,Y42,,A3140,,H3,,5058.14,,FR,,R1
SG,Y42,,A3140,,H3,,811.585,,FR,,R2
SG,Y42,,A3140,,H3,,4.14,,CH,,R1
SG,Y42,,A3140,,H3,,3.954,,CH,,R2
SG,Y42,,A3140,,H3,,106.13,,BE,,R12
SG,Y42,,A3140,,H6.1,,42.68,LU,BE,,R1
SG,Y44,,A4110,,H6.1,,361.2,,CH,,R1
SG,AN8,,A1020,,H6.1,,29.787,,NL,,R4
SG,AN8,,A1180,,H12,,3.72,,BE,,R12
SG,AN8,,A1180,,H12,,2845.59,,BE,,R4
SG,AN8,,A1180,,H12,,2650.46,,NL,,R4
SG,AN8,"Discarded equipment containing CFC, HCFC, HFC",A1180,,H12,,797.88,,CZ,,R4
SG,AN8,,A1180,,H12,,391.8,,AT,,"R3, R4"
SG,AN8,,A1180,,H12,,387.88,,CH,,R4
SG,AN8,,A2030,,H11,,136.336,,NL,,R8
SG,AN8,,A2030,,H12,,116.96,,NL,,R4
SG,AN8,,A2030,,H12,,373.428,,NL,,R8
SG,AN8,,A2030,,H4.2,,243.14,,NL,,R8
SG,AN8,,A2030,,H5.1,,120.3,,SE,,R8
SG,AN8,,A2030,,H12,,142.24,,NL,,R12
SG,AN8,,A2030,,H12,,1.65,,BE,,R4
SG,AN8,,A2030,,H3,,77.28,NL,BE,,R4
SG,AN8,,A2030,,H12,,96.74499999999999,,BE,,R4
SG,AN8,,A2030,,H8,,149.973,,US,,R4
SG,AN8,,A2030,,H8,,357.628,,BE,,R4
SG,AN8,,A2030,,H5.1,,54.58,,BE,,R4
SG,AN8,,A2030,,H4.2,,26.995,,BE,,R4
SG,AN8,,A2030,,H3,,50.405,,BE,,R4
SG,AN8,,A2030,,H12,,1509.56,NL,BE,,R4
SG,AN8,,A2030,,H12,,1106.0,,GB,,R8
SG,AN8,,A2030,,H11,,246.0,"NL, CA",US,,R4
SG,AN8,,A2030,,H11,,146.087,NL,BE,,R4
SG,AN8,,A2030,,H11,,0.049,FR,GB,,R4
SG,AN8,,A2030,,H12,,418.391,,US,,R4
SG,AN8,,A4070,,H12,,0.016,,NL,,R4
SG,AN8,,A4130,,H12,,366.099,NL,BE,,R4
SG,AN8,,A4140,,H12,,20.758,,DK,D10,
SG,AN8,,A4160,,H12,,1380.7630000000001,,BE,,R7
SG,AN8,,A4160,,H12,,595.16,,BE,,R7
SG,AN8,,A4160,,H12,,89.1,,NL,,R7
SG,AN8,,A4160,,H12,,1679.237,,BE,,R7
SG,AN8,,A4160,,H12,,9.04,,BE,,R7
SG,AN8,,A4160,,H12,,2.774,,BE,,R13
SG,AN8,,A4160,,H12,,4151.303000000001,,BE,,R7
SG,AN8,,A4160,,H12,,1274.0000000000002,,NL,,R7
SK,Y8,waste mineral oils unfit for their originally intended use,A3020,9,H12,ecotoxic,582.750,,HU,,R9
SK,"Y12, Y42","waste from production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish ,  organic solvents excluding halogenated solvents",A3160,"9 ,  3","H12 ,  H3","ecotoxic ,  flammable liquids",43.9,,AT,,R1
SK,Y17,waste resulting from surface treatment of metals and plastics,A1050,,,,0.617,,DE,,R4
SK,Y17,waste resulting from surface treatment of metals and plastics,A1050,,,,0.585,,DE,,R4
SK,Y17,waste resulting from surface treatment of metals and plastics,A1050,,H11,toxic,0.765,,DE,,R4
SK,Y17,waste resulting from surface treatment of metals and plastics,A1050,9,H12,ecotoxic,173.195,,DE,,R4
SK,Y17,waste resulting from surface treatment of metals and plastics,A1050,"9,8","H12 , H8","ecotoxic, corrosives",21.260,,PL,,R4
SK,Y17,waste resulting from surface treatment of metals and plastics,A1130,6.1,H6.1,poisonous,21.600,,DE,,R13
SK,"Y22, Y23,Y26, Y31",,A1180,"6.1 ,  9","H6.1 , H 11 ,  H12 ,  H13",,8.409,,CZ,,"R4, R5"
SK,Y23,zinc compounds,A1100,6.1,H6.1,poisonous,211.194,,NL,,"R13, R4"
SK,Y23,zinc compounds,A1100,6.1,H6.1,poisonous,137.572,,BE,,R4
SK,Y24,"arsenic ,  arsenic compounds",A1030,"6.1 ,  9","H6.1 ,  H12","poisonous ,  ecotoxic",3.6,,CZ,,R5
SK,Y29,"mercury ,  mercury compounds",A1030,,H8,corrosives,0.297,,NL,,"R4, R12"
SK,Y29,"mercury ,  mercury compounds",A1030,"6.1 ,  9","H6.1 ,  H11","poisonous ,  toxic",0.400,,CZ,,R4
SK,Y31,"lead ,  lead compounds",A1100,6.1,H6.1,poisonous,72.026,,BE,,R4
SK,Y31,"lead ,  lead compounds",A1100,"9,8","H12 , H8","ecotoxic, corrosives",186.034,,PL,,"R3, R4, R6"
SK,Y34,acidic solutions or acids in solid form,A1060,9,H10,liberation of toxic gases in contact with air or water,1 550.630,,PL,,R5
SK,Y34,acidic solutions or acids in solid form,A1060,8,H8,corrosives,587.210,,PL,,R5
SK,Y34,acidic solutions or acids in solid form,A4090,"8 ,  9","H8 ,  H12","corrosives ,  ecotoxic",50.000,,CZ,,R5
SK,Y35,basic solution or bases in solid form,A1060,8,H8,corrosives,85.304,,DE,,R5
SK,Y42,organic solvents excluding halogenated solvents,A3140,3,"H3 ,  H4 , H 14",,22.840,,DE,,R2
SK,Y42,organic solvents excluding halogenated solvents,A3140,3,"H3 ,H  4 ,  H14",,7.025,,HU,,R2
