"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code",Column 13,Column 14,Column 15
BB,Y6,Waste Ethyl Acetate,A3160,3,H3,Liquid,0.897,BS,CA,D9,,,,
BB,Y37,Waste Fenithrothion Dusting Powder,A4030,9,H12,Solid (Powder),0.07,BS,CA,D9,,,,
BB,Y37,,A4030,6.1,H6.1,Solid (Powder),0.06,BS,CA,D9,,,,
BB,Y37,,A4030,9,H12,Solid (Powder),0.06,BS,CA,D9,,,,
BB,"Y6,Y9",Waste Methanol,A3160,3|6.1,H3|H6.1,Liquid,0.79,BS,CA,D9,,,,
BB,"Y9,Y37,Y42",Waste Mitex (15% Piperonyl Butoxide and 24% Binaphthalene),A4030,3|6.1,H3|H6.1,Liquid,1.0,BS,CA,D9,,,,
BB,"Y6,Y9",Waste o-Toluidine,A3160,6.1,H6.1,Liquid,0.998,BS,CA,D9,,,,
BB,"Y6,Y9",Waste Pyridine,A3160,3,H3,Liquid,0.98,BS,CA,D9,,,,
BB,Y37,Waste Warfarin,A4030,6.1,H6.1,Liquid,0.9,BS,CA,D9,,,,
BE,Y1,180103,,,,,47.641332000000006,,FR, ,R12,,,
BE,Y1,180103,,,,,217.9,,FR,,R12,,,
BE,Y1,180106,,,,,9.0,,NL, ,R4,,,
BE,Y2,070103,,,,,40.0,,DE, ,R5,,,
BE,Y2,070503,,,,,37.56,,DE, ,R5,,,
BE,Y3,070503,,,,,147.653332,,FR, ,R2,,,
BE,Y5,170204,,,,,2124.7705189999997,,DE, ,R1,,,
BE,Y5,191206,,,,,1176.8538449999999,,DE, ,R1,,,
BE,Y6,070101,,,,,155.04,,DE, ,R1,,,
BE,Y6,070103,,,,,21.96,,FR, ,R2,,,
BE,Y6,070104,,,,,4310.032051,,FR, ,R12,,,
BE,Y6,070104,,,,,9285.20327,,NL, ,R12,,,
BE,Y6,070104,,,,,92.064037,,NL, ,R1,,,
BE,Y6,070104,,,,,1632.241566,,FR, ,R2,,,
BE,Y6,070104,,,,,397.480952,,NL, ,R9,,,
BE,Y6,070104,,,,,88.287,,DE, ,R3,,,
BE,Y6,070104,,,,,478.38,,DE, ,R2,,,
BE,Y6,070104,,,,,635.162,,DE, ,R1,,,
BE,Y6,070104,,,,,322.6,,FR, ,R1,,,
BE,Y6,070108,,,,,257.744,,NL, ,R9,,,
BE,Y6,070108,,,,,598.248944,,DE,D10, ,,,
BE,Y6,070108,,,,,12.5,,FR,D10, ,,,
BE,Y6,070208,,,,,20.06,,DE,D10, ,,,
BE,Y6,070208,,,,,500.523958,,FR, ,R1,,,
BE,Y6,070304,,,,,220.36,,FR, ,R2,,,
BE,Y6,070504,,,,,1485.495,,FR,,R2,,,
BE,Y6,070604,,,,,24.4,,DE,,R5,,,
BE,Y6,070604,,,,,23.7,,FR,,R2,,,
BE,Y6,070703,,,,,456.066664,,FR,D10, ,,,
BE,Y6,070704,,,,,80.2,,DE,D10,,,,
BE,Y6,070704,,,,,132.44,,FR, ,R2,,,
BE,Y6,070708,,,,,220.62,,SE, ,R1,,,
BE,Y6,080111,,,,,69.803,,DE,,R2,,,
BE,Y6,080111,,,,,284.85,,FR, ,R2,,,
BE,Y6,140603,,,,,1893.1,,FR,,R2,,,
BE,Y6,140603,,,,,149.5,,FR,,R12,,,
BE,Y6,140603,,,,,72.4,,FR,,R1,,,
BE,Y6,140603,,,,,2.641,,DE, ,R2,,,
BE,Y6,140603,,,,,171.26,,DE,,R2,,,
BE,Y6,140603,,,,,66.5,,NL,,R1,,,
BE,Y6,150110,,,,,33.046665999999995,,DE, ,R12,,,
BE,Y8,120107,,,,,13.64,,LU,,R9,,,
BE,Y8,130205,,,,,6361.099201999999,,DE, ,R9,,,
BE,Y8,130205,,,,,2232.291786,,NL, ,R12,,,
BE,Y8,130205,,,,,342.063,,NL, ,R9,,,
BE,Y8,130205,,,,,877.66,,FR, ,R9,,,
BE,Y8,130205,,,,,10274.285034,,DE, ,R13,,,
BE,Y8,130205,,,,,712.531,,FR, ,R1,,,
BE,Y8,130403,,,,,7887.526,,NL, ,R9,,,
BE,Y8,130501,,,,,461.02,,NL, ,R12,,,
BE,Y8,130701,,,,,675.097559,,NL, ,R12,,,
BE,Y8,130703,,,,,1101.494,,DE, ,R9,,,
BE,Y8,160708,,,,,3453.914734,,NL, ,R12,,,
BE,Y8,170302,,,,,2989.658568,,NL, ,R12,,,
BE,Y8,170302,,,,,391.294,,NL, ,R3,,,
BE,Y9,070101,,,,,5905.459,,NL,D10, ,,,
BE,Y9,070101,,,,,4600.0,,FR,D10, ,,,
BE,Y9,070101,,,,,21.1,,DK,D10, ,,,
BE,Y9,070101,,,,,4700.0,,DE,D15, ,,,
BE,Y9,070104,,,,,23.32,,DE, ,R13,,,
BE,Y9,070104,,,,,591.748,,FR, ,R1,,,
BE,Y9,070104,,,,,324.89,,NL, ,R2,,,
BE,Y9,070108,,,,,1668.566172,,DE, ,R1,,,
BE,Y9,070108,,,,,133.095,,FR, ,R1,,,
BE,Y9,070108,,,,,6996.26,,NL,D10, ,,,
BE,Y9,070204,,,,,89.983333,,NL, ,R2,,,
BE,Y9,130401,,,,,1417.424,,NL, ,R12,,,
BE,Y9,130403,,,,,10215.763238,,FR, ,R1,,,
BE,Y9,130507,,,,,70.44,,LU,D9,,,,
BE,Y9,130703,,,,,31.0,,NL, ,R9,,,
BE,Y9,130703,,,,,6743.541,,NL, ,R12,,,
BE,Y9,130899,,,,,2701.772,,NL, ,R9,,,
BE,Y9,160113,,,,,47.96,,NL, ,R2,,,
BE,Y9,160114,,,,,554.18,,NL, ,R2,,,
BE,Y9,160708,,,,,572.18,,FR, ,R1,,,
BE,Y9,190205,,,,,24.94,,DE, ,R1,,,
BE,Y9,190205,,,,,388.441,,NL, ,R9,,,
BE,Y9,190207,,,,,1206.902855,,FR, ,R1,,,
BE,Y9,190207,,,,,1453.17,,NL, ,R3,,,
BE,Y9,190207,,,,,9899.837,,NL, ,R9,,,
BE,Y10,160209,,,,,97.28,,FR,D10, ,,,
BE,Y10,160209,,,,,126.4,,NL,D14, ,,,
BE,Y10,160215,,,,,38.835,,NL,D14, ,,,
BE,Y10,200123,,,,,1285.113215,,NL, ,R12,,,
BE,Y10,200123,,,,,465.39675,,FR, ,R12,,,
BE,Y12,080111,,,,,44.2,,DE,,R12,,,
BE,Y12,080111,,,,,312.177776,,DE, ,R12,,,
BE,Y12,080111,,,,,4.0,,FR,,R2,,,
BE,Y12,080111,,,,,555.352263,,FR, ,R12,,,
BE,Y12,080111,,,,,831.3,,NL,,R12,,,
BE,Y12,080113,,,,,20.703332999999997,,DE, ,R12,,,
BE,Y12,150110,,,,,348.88284600000003,,DE, ,R3,,,
BE,Y12,150202,,,,,137.48,,DE, ,R12,,,
BE,Y12,200127,,,,,484.0,,DE, ,R12,,,
BE,Y13,070108,,,,,167.45,,NL, ,R12,,,
BE,Y13,070108,,,,,40.96,,NL, ,R1,,,
BE,Y13,080409,,,,,17.1,,DE, ,R12,,,
BE,Y13,080409,,,,,0.55,,NL,,R4,,,
BE,Y13,160504,,,,,105.38,,DE, ,R3,,,
BE,Y15,150110,,,,,68.0,,DE, ,R2,,,
BE,Y15,160402,,,,,40.0,,DE,D15, ,,,
BE,Y15,160504,,,,,103.96839999999999,,NL, ,R12,,,
BE,Y15,160504,,,,,45.657142,,NL,D9, ,,,
BE,Y16,070104,,,,,1211.649155,,FR, ,R2,,,
BE,Y16,090101,,,,,77.0,,NL,,R7,,,
BE,Y16,090102,,,,,43.8,,NL,,R12,,,
BE,Y16,090104,,,,,103.9,,NL,,R4,,,
BE,Y16,090105,,,,,667.5,,NL,,R4,,,
BE,Y16,090106,,,,,4.221,,NL, ,R4,,,
BE,Y16,090199,,,,,1235.617434,,GB, ,R4,,,
BE,Y16,150110,,,,,10.589,,NL, ,R4,,,
BE,Y16,190204,,,,,1276.116145,,DE, ,R11,,,
BE,Y17,060313,,,,,6.53,,DE, ,R4,,,
BE,Y17,060405,,,,,16.1,,DE, ,R4,,,
BE,Y17,060503,,,,,1221.455,,LU,D10, ,,,
BE,Y17,070708,,,,,74.16,,FR, ,R12,,,
BE,Y17,110105,,,,,15.0,,NL, ,R5,,,
BE,Y17,110105,,,,,510.477142,,DE, ,R4,,,
BE,Y17,110105,,,,,726.2,,DE, ,R5,,,
BE,Y17,110105,,,,,760.02,,DE, ,R6,,,
BE,Y17,110105,,,,,1828.364861,,FR, ,R4,,,
BE,Y17,110105,,,,,199.76,,FR, ,R5,,,
BE,Y17,110105,,,,,1488.859026,,FR, ,R6,,,
BE,Y17,110109,,,,,22.73,,DE, ,R4,,,
BE,Y17,110109,,,,,89.62,,NL, ,R12,,,
BE,Y17,110116,,,,,2.89,,DE, ,R4,,,
BE,Y18,050109,,,,,472.75,,NL, ,R12,,,
BE,Y18,050117,,,,,16.34,,NL, ,R3,,,
BE,Y18,100308,,,,,184.06,,FR, ,R12,,,
BE,Y18,100402,,,,,953.92,,DE,,R4,,,
BE,Y18,100505,,,,,48.584,,DE, ,R4,,,
BE,Y18,100808,,,,,45.073,,DE, ,R4,,,
BE,Y18,150110,,,,,113.665,,DE, ,R12,,,
BE,Y18,150110,,,,,2403.250463,,FR, ,R3,,,
BE,Y18,150110,,,,,888.36452,,FR, ,R12,,,
BE,Y18,150203,,,,,374.08,,DE, ,R7,,,
BE,Y18,160807,,,,,13.342,,IT, ,R8,,,
BE,Y18,170106,,,,,31.94,,NL, ,R12,,,
BE,Y18,170503,,,,,297.98,,DE, ,R5,,,
BE,Y18,170503,,,,,36768.523,,NL, ,R12,,,
BE,Y18,170503,,,,,2759.407,,NL,D9, ,,,
BE,Y18,170503,,,,,348.82,,NL,D10, ,,,
BE,Y18,190110,,,,,71.945,,CH, ,R7,,,
BE,Y18,190110,,,,,94.95,,DE, ,R5,,,
BE,Y18,190204,,,,,80.0,,DE,D10, ,,,
BE,Y18,190205,,,,,30.27,,DE, ,R4,,,
BE,Y18,191004,,,,,287.62,,FR,,R12,,,
BE,Y18,191006,,,,,1241.623,,FR, ,R4,,,
BE,Y18,191006,,,,,10647.002297,,FR, ,R12,,,
BE,Y22,110205,,,,,12.5,,SE, ,R4,,,
BE,Y22,160213,,,,,0.24,,GB, ,R12,,,
BE,Y23,100207,,,,,12601.667269,,FR, ,R4,,,
BE,Y23,100207,,,,,2324.04,,DE, ,R12,,,
BE,Y23,100510,,,,,1987.145974,,FR, ,R4,,,
BE,Y23,160604,,,,,918.84,,DE, ,R4,,,
BE,Y23,160802,,,,,15.32,,NL, ,R12,,,
BE,Y23,170404,,,,,747.3,,PL,,R4,,,
BE,Y24,100606,,,,,1734.7353170000001,,DE,D12, ,,,
BE,Y24,100815,,,,,125.279,,DE,D12, ,,,
BE,Y26,160602,,,,,25.1,,FR,,R4,,,
BE,Y26,160602,,,,,299.465666,,FR, ,R4,,,
BE,Y29,060404,,,,,56.52,,DE,D12, ,,,
BE,Y29,060702,,,,,6.02,,DE, ,R4,,,
BE,Y29,160506,,,,,13.675,,DE, ,R4,,,
BE,Y29,200121,,,,,167.750666,,DE, ,R5,,,
BE,Y31,100899,,,,,4399.037389,,ES, ,R4,,,
BE,Y31,150104,,,,,37.758333,,GB, ,R4,,,
BE,Y31,160601,,,,,99.74,,DE, ,R4,,,
BE,Y31,160601,,,,,1935.7269999999999,,ES, ,R4,,,
BE,Y31,160601,,,,,19944.087,,FR,,R4,,,
BE,Y31,160601,,,,,1003.764078,,FR, ,R4,,,
BE,Y31,160601,,,,,374.892857,,GB, ,R4,,,
BE,Y31,160601,,,,,487.99,,NL,,R13,,,
BE,Y31,160601,,,,,186.875,,NL, ,R13,,,
BE,Y31,170403,,,,,70.0,,PL,,R4,,,
BE,Y31,190205,,,,,2356.232,,DE, ,R4,,,
BE,Y31,191211,,,,,1426.82,,FR, ,R4,,,
BE,Y34,060101,,,,,21731.084597,,DE, ,R5,,,
BE,Y34,060101,,,,,21.131428,,FR,D10, ,,,
BE,Y34,070108,,,,,930.55,,DE, ,R5,,,
BE,Y34,070199,,,,,20796.833683,,DE, ,R5,,,
BE,Y34,110105,,,,,16.1,,DE,,R4,,,
BE,Y34,110105,,,,,22207.9,,FR,,R4,,,
BE,Y34,110105,,,,,271.9,,FR,,R6,,,
BE,Y34,110105,,,,,220.94,,FR, ,R4,,,
BE,Y34,110105,,,,,3696.184,,FR, ,R6,,,
BE,Y34,110105,,,,,1.5,,NL,,R4,,,
BE,Y34,161001,,,,,3933.7485380000003,,NL,D9, ,,,
BE,Y35,050111,,,,,1812.315635,,NL,D9, ,,,
BE,Y35,070108,,,,,884.10875,,NL, ,R5,,,
BE,Y35,070108,,,,,1384.28,,NL, ,R1,,,
BE,Y35,110107,,,,,1073.62,,DE, ,R5,,,
BE,Y35,110107,,,,,28.64,,DE, ,R4,,,
BE,Y35,110107,,,,,1966.8,,DE,,R5,,,
BE,Y35,110111,,,,,1548.5407209999998,,DE, ,R5,,,
BE,Y35,161001,,,,,4084.9816349999996,,NL,D9, ,,,
BE,Y36,150111,,,,,76.0,,CZ, ,R12,,,
BE,Y36,150111,,,,,75.035,,DE, ,R2,,,
BE,Y36,170503,,,,,5759.89,,NL,D9, ,,,
BE,Y36,170601,,,,,190.6,,FR,D5,,,,
BE,Y36,170601,,,,,45.14,,FR,D10,,,,
BE,Y36,170601,,,,,21.74,,FR,D10, ,,,
BE,Y38,080501,,,,,56.898333,,DE, ,R12,,,
BE,Y40,160113,,,,,3.66,,DE, ,R3,,,
BE,Y41,070103,,,,,384.426,,DE,D10, ,,,
BE,Y41,070104,,,,,40.0,,DE, ,R1,,,
BE,Y41,070107,,,,,13223.419032,,FR,D10, ,,,
BE,Y41,140602,,,,,120.2,,FR,,R1,,,
BE,Y41,140602,,,,,244.7,,FR,,R5,,,
BE,Y41,140602,,,,,14.88,,NL, ,R3,,,
BE,Y42,070104,,,,,179.58,,DE, ,R2,,,
BE,Y42,070104,,,,,3127.969637,,DE, ,R3,,,
BE,Y42,070104,,,,,14537.721395,,FR, ,R1,,,
BE,Y42,070104,,,,,19.79175,,FR, ,R2,,,
BE,Y42,070104,,,,,3592.434375,,NL, ,R2,,,
BE,Y42,070108,,,,,549.0,,DE, ,R1,,,
BE,Y42,070108,,,,,1415.524917,,DE, ,R5,,,
BE,Y42,070204,,,,,825.695205,,NL, ,R12,,,
BE,Y42,070204,,,,,326.9,,FR, ,R1,,,
BE,Y42,070304,,,,,2091.442765,,DE, ,R2,,,
BE,Y42,070503,,,,,20.0,,FR, ,R2,,,
BE,Y42,070504,,,,,122.0,,DE, ,R1,,,
BE,Y42,070504,,,,,728.242216,,GB, ,R2,,,
BE,Y42,080111,,,,,253.8,,FR, ,R2,,,
BE,Y42,150202,,,,,2610.9325,,DE, ,R4,,,
BE,Y42,160114,,,,,317.78,,NL, ,R2,,,
BE,Y42,190208,,,,,308.21,,DE, ,R3,,,
BE,Y42,190208,,,,,69.295555,,FR,D10, ,,,
BE,Y45,140601,,,,,24.48,,GB, ,R3,,,
BE,Y45,140601,,,,,25.95,,NL, ,R3,,,
BE,Y46,150102,,,,,957.896,,NL, ,R12,,,
BE,Y46,160213,,,,,54.735,,DE, ,R4,,,
BE,Y46,160215,,,,,2412.321779,,NL, ,R12,,,
BE,Y46,191210,,,,,1427.44,,NL, ,R12,,,
BE,Y46,191211,,,,,8622.475,,NL, ,R12,,,
BE,Y46,200108,,,,,375.0,,NL, ,R3,,,
BE,Y46,200301,,,,,721.0,,FR,D10,,,,
BE,Y47,190107,,,,,2962.61,,FR,,R5,,,
BE,Y47,190112,,,,,47129.258158,,DE, ,R5,,,
BE,Y47,190112,,,,,78155.94,,NL,,R12,,,
BE,Y47,190112,,,,,25495.693352000002,,NL, ,R4,,,
BE,Y47,190112,,,,,30989.995182,,NL, ,R12,,,
BE,Y47,190113,,,,,7433.21,,DE,,R12,,,
BO,Y31,,"A1020,B4020","1,5.1,8,9","H1,H5.1,H8",,,"CL,NL,PA",NL,D__,R__,,,
BG,Y31,POLYETHYLENE SEPARATOR,A1020,9.0,H12,solid,144.86,"RO, HU, SK, CZ",DE,D10,,,,
BG,Y31,SOLIDIFIED  LEAD SLAG,A1020,9.0,H12,solid,282.04,"RO, HU, SK, CZ",DE,,R5,,,
BG,Y31,SLUDGES FROM INDUSTRIAL WASTE WATER TREATMENT,A1020,9.0,H11,liquid,282.44,,RO,,R4,TO DOUBLE CHECK< CARLA - LINES missing D R codes,,
BG,Y3,EXPIRED  DRUGS,A4010,9.0,H12,viscouse,48.71,"RO, HU, SK, CZ",DE,D10,,,,
BG,Y3   ,OFF - SPECIFICATIONS MEDICAMENTS,A4010,9.0,H12,"solid, viscouse, liquid",44.08,"RO, HU, SK, CZ",DE,D10,,,,
BG,Y3    ,EXPIRED DRUGS,A4010,9.0,H12,"solid, liquid",44.34,"RO, HU, AT",DE,D10,,,,
BG,"Y7,Y12,Y17,Y31,Y33, Y34, Y35    ",CYANIDE SALTS ,A4140,6.1,"H6.1, H12, H17, H31, H33-35",solid,3.69,"RO, HU, AT",DE,D10,,,,
BG,"Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y37,Y38,Y39,Y40,Y41,Y42,Y45   ",WASTE LABORATORY CHEMICALS,A4140,3.0,"H3, H5.1, H6.1, H8, H11, H12","solid, liquid",5.42,"RO, HU, AT",DE,D10,,,,
BG,"Y2,Y12,Y37,Y38,Y39,Y40,Y41,Y42",WASTE ORGANIC MATER AND DISCARDED INDUSTRIAL PRODUCTS,A4140,3.0,"H3, H6.1, H8, H11, H12","solid, liquid",18.24,"RO, HU, AT",DE,D10,,,,
BG,"Y2,Y3,Y4,Y6,Y7,Y12,Y13,Y17,Y18  ",MIXED MATERIALS CONTAINING HAZARDOUS SUBSTANCES,,9.0,H12,"powed, solid, viscous",351.15,"RO, HU, AT",DE,D10,,,,
BG,"Y12, Y18   ",PREMIXED WASTES COMPOSED OF CONTAMINATED PACKAGING AND ABSORBENTS,,9.0,H12,solid,236.74,"RO, HU",AT,D10,,,,
BG,Y26   ,SPENT NICKEL CADMIUM BATTERIES ,A1170,9.0,H8,solid,19.26,"RO, HU, AT, DE",FR,,R4,,,
BG,Y10  ,CAPACITORS AND TRANSFORMERS CONTAINING PCBs,A3180,9.0,H12,"solid, liquid",9.98,"RO, HU, AT",DE,D10,,,,
BG,"Y22, Y31 ",SLUDGE FROM A CHEMICAL WASTEWATER TREATMENT PLANT,,,H12,liquid,636.44,"RO, HU, AT ",DE,,"R12, R5",,,
BH,Y9,Oil and fat waste ( used oil and filter ),A4060,,H12,,150,SA,DK,D10,,,,
BH,Y35,,A4140,,"H3, H5.1, H6.1,H8",,450,"BE, EG, DE, IT, SA, ES",DK,D10,,,,
BH,Y31,,A1170,,H8|H11,,162,"CN, SG, AE",KR,,R4,,,
CA,Y1,Wastes from the production and preparation of pharmaceutical products,,,H12.0,Ecotoxic,468.046,,US,D10,,,,
CA,Y1,Wastes from the production and preparation of pharmaceutical products,,,H12.0,Ecotoxic,108.103,,US,D14,,,,
CA,Y1,Wastes from the production and preparation of pharmaceutical products,,,H12.0,Ecotoxic,1456.138,,US,D9,,,,
CA,Y1,Wastes from the production and preparation of pharmaceutical products,,6.2,H06.2,Infectious substances,0.700,,US,D9,,,,
CA,Y1,Wastes from the production and preparation of pharmaceutical products,,6.2,H06.2,Infectious substances,451.521,,US,D10,,,,
CA,Y1,Wastes from the production and preparation of pharmaceutical products,,6.2,H06.2,Infectious substances,31.811,,US,D9,,,,
CA,Y2,Wastes from the production and preparation of pharmaceutical products,,5.0999999999999996,H05.1,Oxidizing,0.008,,US,D10,,,,
CA,"Y2,Y3,Y42","Wastes from the production and preparation of pharmaceutical products; Waste pharmaceuticals, drugs and medicines; Organic solvents excluding halogenated solvents",,3,H03.0,Flammable Liquids,4.230,,US,D10,,,,
CA,"Y2,Y42",Wastes from the production and preparation of pharmaceutical products; Organic solvents excluding halogenated solvents,,4.0999999999999996,H04.1,Flammable Solids,1.395,,US,,R4,,,
CA,"Y2,Y42,Y3","Wastes from the production and preparation of pharmaceutical products; Organic solvents excluding halogenated solvents; Waste pharmaceuticals, drugs and medicines",,3,H03.0,Flammable Liquids,32.230,,US,D10,,,,
CA,Y3,"Waste pharmaceuticals, drugs and medicines",,,H12.0,Ecotoxic,100.270,,US,D10,,,,
CA,Y3,"Waste pharmaceuticals, drugs and medicines",,6.1,H06.1,Toxic (Poisonous),134.414,,US,D10,,,,
CA,Y3,"Waste pharmaceuticals, drugs and medicines",,6.1,H06.1,Toxic (Poisonous),20.512,,US,D10,,,,
CA,Y4,"Wastes from the production, formulation and use of biocides and phytopharmaceuticals",,3,H03.0|H06.1,Flammable Liquids; Toxic (Poisonous),0.005,,US,D10,,,,
CA,"Y4,Y37","Wastes from the production, formulation and use of biocides and phytopharmaceuticals; Organic phosphorous compounds",,6.1,H06.1,Toxic (Poisonous),0.049,,US,D10,,,,
CA,Y5,"Wastes from the manufacture, formulation and use of wood preserving chemicals",,,H12.0,Ecotoxic,16670.556,,US,,R1,,,
CA,Y5,"Wastes from the manufacture, formulation and use of wood preserving chemicals",,,H12.0,Ecotoxic,45383.382,,US,,R13,,,
CA,Y5,"Wastes from the manufacture, formulation and use of wood preserving chemicals",,,H12.0,Ecotoxic,27461.628,,US,,R__,,,
CA,"Y5,Y39","Wastes from the manufacture, formulation and use of wood preserving chemicals; Phenols; phenol compounds including chlorophenols",,,H13.0,Leachate,2544.492,,US,,R13,,,
CA,"Y6,Y12,Y42","Wastes from the production, formulation and use of organic solvents; Wastes from production, formulation and use of inks, dyes, pigments, paints, laquers; Organic solvents excluding halogenated solvents",,3,H03.0,Flammable Liquids,3181.600,,US,,R13,,,
CA,"Y6,Y3,Y12,Y41","Wastes from the production, formulation and use of organic solvents; Waste pharmaceuticals, drugs and medicines; Wastes from production, formulation and use of inks, dyes, pigments, paints, laquers, varnish; Halogenated organic solvents",,3,H03.0,Flammable Liquids,1060.547,,US,,R13,,,
CA,"Y6,Y41","Wastes from the production, formulation and use of organic solvents; Organic solvents excluding halogenated solvents",,3,H03.0,Flammable Liquids,3.222,,US,D10,,,,
CA,"Y6,Y41,Y42","Wastes from the production, formulation and use of organic solvents; Halogenated organic solvents; Organic solvents excluding halogenated solvents",,3,H03.0,Flammable Liquids,481.540,BE,US,,R13,,,
CA,"Y6,Y41,Y42,Y40","Wastes from the production, formulation and use of organic solvents; Halogenated organic solvents; Organic solvents excluding halogenated solvents; Ethers",,3,H03.0,Flammable Liquids,0.003,,US,D13,,,,
CA,"Y6,Y42","Wastes from the production, formulation and use of organic solvents; Organic solvents excluding halogenated solvents",,3,H03.0,Flammable Liquids,1894.597,,US,,R2,,,
CA,"Y6,Y42","Wastes from the production, formulation and use of organic solvents; Organic solvents excluding halogenated solvents",,3,H03.0,Flammable Liquids,1.200,,US,D14,,,,
CA,"Y6,Y42","Wastes from the production, formulation and use of organic solvents; Organic solvents excluding halogenated solvents",,3,H03.0,Flammable Liquids,312.579,,US,,R1,,,
CA,"Y6,Y42","Wastes from the production, formulation and use of organic solvents; Organic solvents excluding halogenated solvents",,3,H03.0,Flammable Liquids,261.972,,US,,R2,,,
CA,"Y6,Y42","Wastes from the production, formulation and use of organic solvents; Organic solvents excluding halogenated solvents",,4.0999999999999996,H04.1,Flammable Solids,10.645,,US,D10,,,,
CA,"Y6,Y12,Y42","Wastes from the production, formulation and use of organic solvents; Organic solvents excluding halogenated solvents; Wastes from production, formulation and use of inks, dyes, pigments, paints, laquers, varnish",,3,H03.0,Flammable Liquids,20.400,,US,,R2,,,
CA,"Y6,Y42,Y41","Wastes from the production, formulation and use of organic solvents; Organic solvents excluding halogenated solvents; Halogenated organic solvents",,3,H03.0,Flammable Liquids,18.927,,US,D13,,,,
CA,"Y6,Y42,Y41","Wastes from the production, formulation and use of organic solvents; Organic solvents excluding halogenated solvents; Halogenated organic solvents",,3,H03.0,Flammable Liquids,163.030,,US,,R13,,,
CA,Y8,Waste mineral oils unfit for their originally intended use,,,H12.0,Ecotoxic,334.811,,US,,R__,,,
CA,Y8,Waste mineral oils unfit for their originally intended use,,4.3,H04.3,Flammable Gases in contact with water,7.716,,US,D10,,,,
CA,"Y8,Y31",Waste mineral oils unfit for their originally intended use,,,H12.0,Ecotoxic,1149.129,,US,,R1,,,
CA,"Y8,Y9","Waste mineral oils unfit for their originally intended use; Waste oil/water, hydrocarbon/water mixtures, emulsions",,,H12.0,Ecotoxic,2964.498,,US,,R__,,,
CA,Y9,"Waste oil/water, hydrocarbon/water mixtures, emulsions",,,H12.0,Ecotoxic,8242.825,,US,D5,,,,
CA,Y9,"Waste oil/water, hydrocarbon/water mixtures, emulsions",,,H12.0,Ecotoxic,568.864,,US,D9,,,,
CA,Y9,"Waste oil/water, hydrocarbon/water mixtures, emulsions",,,H12.0,Ecotoxic,9868.551,,US,,R1,,,
CA,Y9,"Waste oil/water, hydrocarbon/water mixtures, emulsions",,,H12.0,Ecotoxic,5459.607,,US,,R13,,,
CA,Y9,"Waste oil/water, hydrocarbon/water mixtures, emulsions",,,H12.0,Ecotoxic,489.000,,US,,R3,,,
CA,Y9,"Waste oil/water, hydrocarbon/water mixtures, emulsions",,,H12.0,Ecotoxic,7015.131,,US,,R9,,,
CA,"Y9,Y13","Waste oil/water, hydrocarbon/water mixtures, emulsions; Wastes from production, formulation and use of resins, latex, plasticizers, glues/adhesives",,,H12.0,Ecotoxic,73.800,,US,,R1,,,
CA,"Y9,Y18","Waste oil/water, hydrocarbon/water mixtures, emulsions; Residues arising from industrial waste disposal operations",,,H12.0,Ecotoxic,2386.695,,US,D9,,,,
CA,"Y9,Y31","Waste oil/water, hydrocarbon/water mixtures, emulsions; Lead; lead compounds",,,H12.0,Ecotoxic,8905.000,,US,,R1,,,
CA,"Y9,Y31","Waste oil/water, hydrocarbon/water mixtures, emulsions; Lead; lead compounds",,,H12.0,Ecotoxic,452.102,,US,,R13,,,
CA,"Y9,Y31","Waste oil/water, hydrocarbon/water mixtures, emulsions; Lead; lead compounds",,,H12.0,Ecotoxic,57.800,,US,,R9,,,
CA,Y12,"Wastes from production, formulation and use of inks, dyes, pigments, paints, laquers, varnish",,3,H03.0,Flammable Liquids,2.386,,US,D10,,,,
CA,Y12,"Wastes from production, formulation and use of inks, dyes, pigments, paints, laquers, varnish",,3,H03.0,Flammable Liquids,0.484,,US,,R4,,,
CA,Y12,"Wastes from production, formulation and use of inks, dyes, pigments, paints, laquers, varnish",,5.0999999999999996,H05.1,Oxidizing,0.005,,US,D10,,,,
CA,"Y12,Y21,Y31","Wastes from production, formulation and use of inks, dyes, pigments, paints, laquers, varnish; Hexavalent chromium compounds; Lead; lead compounds",,6.1,H06.1,Toxic (Poisonous),47.500,,US,D9,,,,
CA,"Y12,Y41","Wastes from production, formulation and use of inks, dyes, pigments, paints, laquers, varnish; Halogenated organic solvents",,3,H03.0,Flammable Liquids,3.950,,US,D10,,,,
CA,"Y12,Y42","Wastes from production, formulation and use of inks, dyes, pigments, paints, laquers, varnish; Organic solvents excluding halogenated solvents",,3,H03.0,Flammable Liquids,4.305,,US,D13,,,,
CA,"Y12,Y42","Wastes from production, formulation and use of inks, dyes, pigments, paints, laquers, varnish; Organic solvents excluding halogenated solvents",,3,H03.0,Flammable Liquids,7.670,,US,,R__,,,
CA,"Y12,Y42","Wastes from production, formulation and use of inks, dyes, pigments, paints, laquers, varnish; Organic solvents excluding halogenated solvents",,3,H03.0,Flammable Liquids,9.030,,US,D10,,,,
