"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code",Column 13
BE,Y18,,,,,,92.5812,,DE,,R4,
BE,Y18,,,,,,23.2,,DE,,R12,
BE,Y18,,,,,,606.011428,,DE,,R1,
BE,Y18,,,,,,2025.51,,DE,,R3,
BE,Y18,,,,,,23.6,,DE,,R12,
BE,Y18,,,,,,288.286666,,FR,,R12,
BE,Y18,,,,,,5961.452087999999,,LU,,R1,
BE,Y18,,,,,,49313.658,,NL,,R12,
BE,Y18,,,,,,23.1,,PL,,R4,
BE,Y18,,,,,,8.612333000000001,,DE,,R8,
BE,Y18,,,,,,832.026795,,FR,,R3,
BE,Y18,,,,,,1923.1910360000002,,FR,,R12,
BE,Y18,,,,,,257.5,,NL,,R12,
BE,Y18,,,,,,40.0,,FR,,R7,
BE,Y18,,,,,,17.66,,IT,,R8,
BE,Y18,,,,,,749.83,,DE,,R4,
BE,Y18,,,,,,17966.4,,DE,D10,,
BE,Y18,,,,,,46129.082,,DE,,R1,
BE,Y18,,,,,,11627.2,,DE,,R4,
BE,Y18,,,,,,10279.75,,DE,,R5,
BE,Y18,,,,,,4464.3,,DE,,R12,
BE,Y18,,,,,,251.2,,DE,,R13,
BE,Y18,,,,,,24.1,,FR,D10,,
BE,Y18,,,,,,24085.08,,FR,,R1,
BE,Y18,,,,,,39682.98,,FR,,R4,
BE,Y18,,,,,,2466.8,,NL,D8,,
BE,Y18,,,,,,12701.7,,NL,,R1,
BE,Y18,,,,,,1141.0,,NL,,R3,
BE,Y18,,,,,,1.0,,NL,,R4,
BE,Y18,,,,,,1602.4,,NL,,R13,
BE,Y22,,,,,,3903.699236,,ES,,R4,
BE,Y22,,,,,,62.66,,GB,,R4,
BE,Y22,,,,,,113.5,,AT,,R4,
BE,Y22,,,,,,3435.35,,DE,,R4,
BE,Y23,,,,,,1126.372,,DE,,R12,
BE,Y23,,,,,,1869.275198,,FR,,R4,
BE,Y23,,,,,,716.95826,,DE,,R4,
BE,Y23,,,,,,1990.0,,DE,,R4,
BE,Y23,,,,,,364.8,,PL,,R4,
BE,Y24,,,,,,811.76,,DE,D12, ,
BE,Y25,,,,,,34.76,,DE,D12, ,
BE,Y26,,,,,,276.396,,FR,,R4,
BE,Y29,,,,,,35.295,,DE,,R4,
BE,Y29,,,,,,231.683636,,DE,D12, ,
BE,Y29,,,,,,2.5,,NL,,R4,
BE,Y29,,,,,,14.263,,DE,,R4,
BE,Y29,,,,,,133.852,,DE,,R5,
BE,Y29,,,,,,1.0,,NL,,R4,
BE,Y31,,,,,,181.272,,FR,,R4,
BE,Y31,,,,,,1003.4,,NL,,R12,
BE,Y31,,,,,,4914.232417,,ES,,R4,
BE,Y31,,,,,,21.74,,DE,,R4,
BE,Y31,,,,,,96.0,,DE,,R4,
BE,Y31,,,,,,3987.932025,,DE,,R4,
BE,Y31,,,,,,1785.154,,ES,,R4,
BE,Y31,,,,,,214.317142,,FR,,R4,
BE,Y31,,,,,,22083.41,,FR,,R4,
BE,Y31,,,,,,176.51,,NL,,R4,
BE,Y31,,,,,,171.0,,FR,,R4,
BE,Y31,,,,,,210.5,,PL,,R4,
BE,Y34,,,,,,6065.097072,,DE,,R5,
BE,Y34,,,,,,11809.188,,DE,,R5,
BE,Y34,,,,,,41.28,,DE,,R5,
BE,Y34,,,,,,6192.46219,,DE,,R5,
BE,Y34,,,,,,1262.926,,DE,,R5,
BE,Y34,,,,,,21.4,,DE,,R6,
BE,Y34,,,,,,5420.606144,,FR,,R6,
BE,Y34,,,,,,77.0,,NL,,R1,
BE,Y35,,,,,,2453.903765,,DE,,R5,
BE,Y35,,,,,,1305.8653840000002,,NL,D9, ,
BE,Y35,,,,,,318.9,,FR,,R4,
BE,Y36,,,,,,86.41,,CZ,,R4,
BE,Y36,,,,,,45.166,,DE,,R2,
BE,Y36,,,,,,41.36,,DE,,R4,
BE,Y36,,,,,,27.63,,FR,D10, ,
BE,Y36,,,,,,160.32,,FR,D10,,
BE,Y38,,,,,,85.953541,,DE,,R12,
BE,Y41,,,,,,17.8,,DE,D10, ,
BE,Y41,,,,,,766.85,,FR,D10, ,
BE,Y41,,,,,,11567.851819,,FR,D10, ,
BE,Y41,,,,,,190.6,,DE,D10,,
BE,Y41,,,,,,422.5,,FR,,R5,
BE,Y42,,,,,,103.2255,,NL,,R2,
BE,Y42,,,,,,227.84,,NL,,R12,
BE,Y42,,,,,,12.64,,DE,,R5,
BE,Y42,,,,,,1022.0,,DE,,R1,
BE,Y42,,,,,,1999.814038,,DE,,R2,
BE,Y42,,,,,,137.82,,DE,,R2,
BE,Y42,,,,,,287.34,,FR,,R1,
BE,Y42,,,,,,7785.24873,,FR,,R1,
BE,Y42,,,,,,515.55,,FR,,R2,
BE,Y42,,,,,,37.0,,FR,,R3,
BE,Y42,,,,,,101.0,,FR,,R12,
BE,Y42,,,,,,285.50888799999996,,GB,,R2,
BE,Y42,,,,,,2553.800019,,NL,,R2,
BE,Y42,,,,,,306.29375,,NL,,R12,
BE,Y42,,,,,,4.0,,DE,,R4,
BE,Y42,,,,,,30.621,,DE,,R4,
BE,Y42,,,,,,793.385882,,DE,,R5,
BE,Y42,,,,,,18.04,,FR,,R2,
BE,Y45,,,,,,40.0,,DE,,R3,
BE,Y45,,,,,,40.36,,DE,,R12,
BE,Y45,,,,,,87.584,,DE,,R3,
BE,Y45,,,,,,247.49804500000002,,DE,,R4,
BE,Y45,,,,,,57.399,,FR,D10, ,
BE,Y45,,,,,,3458.0,,DE,,R4,
BE,Y46,,,,,,9411.921674000001,,NL,,R12,
BE,Y46,,,,,,5602.2669000000005,,DE,,R4,
BE,Y47,,,,,,31592.56478,,DE,,R5,
BE,Y47,,,,,,2788.8,,FR,,R5,
BE,Y47,,,,,,315.06,,NL,,R4,
BE,Y47,,,,,,57096.290391999995,,NL,,R12,
BE,Y47,,,,,,78841.72,,NL,,R12,
BE,Y47,,,,,,6869.316,,DE,,R12,
BG,Y_, DEHYDRATED INDUSTRIAL WASTEWATER SLUDGE,AC 270,9.0,H12,SOLID,2000.0,"RS,HU,AT",DE,,R5,
BG,Y_,WASTE LAMPS AND FLUORESCENT TUBES,A 1030,n.a.,n.a.,SOLID,1.0,"TR,GR,IL,GB",BE,,R4,
BG,Y_,MIXED MATERIALS CONTAINING HAZARDOUS SUBSTANCES,EWC: 19 02 11*,,H12,VISCOUS/PASTE/SOLID,200.0,"RO,HU,HT",DE,D10,,
BG,Y10,TRANSFORMERS AND CAPACITORS CONTAINING PCB'S,A 3180,9.0,"H11,H12",SOLID/LIQUID,1000.0,"RS,HR,SI",IT,D_,,
BG,Y10,TRANSFORMERS AND CAPACITORS CONTAINING PCB'S,A 1030,9.0,H12,SOLID/LIQUID,120.0,"RO,HU,AT",DE,D10,,
BG,Y12,WASTE PAINT AND VARNISH,A 4070,"3, 4.1","H3,H4.1",SOLID/LIQUID/VISCOUS,10.0,"TR,GR,IL,GB",BE,D10,,
BG,Y17,SLUDGES AND FILTER CAKES CONTAINING DANGEROUS SUBSTANCES,A 1050,6.1,H6.1,SOLID,170.0,"RO,HU,AT",DE,D12,,
BG,"Y2,Y12,Y37,Y38,Y39,Y40,Y41,Y42",WASTE ORGANIC CHEMICALS,A 4140,,"H3,H6.1,H8,H12",SOLID/LIQUID,100.0,"RO,HU,AT",DE,D10,,
BG,Y_,WASTE LABORATORY CHEMICALS,A 4140,,"H3,H6.1,H8,H12",SOLID/LIQUID,50.0,"RO,HU,AT",DE,D10,,
BG,"Y22,Y31", SLUDGE FROM CHEMICAL WASTEWATER TREATMENT PLANT,EWC: 10 11 19*,,H12,SOLID,500.0,"RO,HU,AT",DE,,R_,
BG,Y26,"NI, YCD BATTERIES",A 1170,9.0,H12,SOLID,100.0,"RO,HU,AT,DE",FR,,R4,
BG,Y3,"OFF, YSPECIFICATION BATCHES OF PHARMACEUTICALS AND MEDICINES",A 4010,9.0,H12,VISCOUS/PASTE/SOLID,190.0,"RO,HU,AT",DE,D10,,
BG,Y31,SOLIDIFIED LEAD SLAG,A 1020,9.0,H12,SOLID,4000.0,"RO,HU,SK,CZ",DE,,R5,
BG,Y46,WASTE ELECTRICAL AND ELECTRONIC EQUIPMENT,A 1180,9.0,H12,SOLID,300.0,,RO,,"R4,R5",
BG,"Y7,Y12,Y17,Y31,Y33,Y34,Y35",CYANIDE SALTS,A 4140,,"H6.1,H8,H12",SOLID/LIQUID,50.0,"RO,HU,AT",DE,D10,,
BG,"Y8,Y9",WASTE MINERAL OILS,A 3020,9.0,H12,LIQUID,875.0,,GR,,R9,
BR,Y18,Sweeps containing precious metal,A1020,9.0,,solid,50.0,,BE,,R4,*
BR,Y10,"Capacitors containing polychlorineted byphenils , Y PCBs",A3180,9.0,H12,solid/liquid,300.0,"ES, NL, DE, BE",FI,D10,,
BR,"Y22, Y23",Waste water sludge,A1020,9.0,H12,sludgy,350.0,,BE,,R4,
BR,"Y26, Y31","Eletrical and eletronic equipment, parts and assemblies",A1180,9.0,H13,solid,800.0,,SG,,R4,
BR,Y31,Sn and Pb ashes and residues,A1020,9.0,H12,powder,250.0,,BE,,R4,
BR,Y3,Past due medicine containing thiomersal and mercury,A1030,6.1,H3,liquid,40.0,BS,CA,D10,,
BR,Y17,Grinding swarf and metal dust containing Ni and other metals,A1050,9.0,H11,solid,300.0,"ES, NL, GB",DE,,R4,
BY,Y_,"Slag, dross (other than granulated slag), scale and other waste from the production of ferrous metals (iron, Ybearing waste of electro steel melting, rolling and metalware shops)","В1210,",9.0,Н13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",17063.9,,UA,,R4,
BY,Y_,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds (other)",В2,9.0,Н13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching ",107.9,LT,EE,,R4,
BY,Y_,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly aluminum",B1100,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",323.0,,LV,,R4,
BY,Y_,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly aluminum",B1100,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",417.6,"PL, DE",HL,,R4,
BY,Y_,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly nickel",B1010,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",40.5,,LV,,R4,
BY,Y_,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, other, containing mainly tin ",B1010,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",5.7,LT,EE,,R4,
BY,Y_,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, other, containing mainly molybdenum",B1010,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",92.5,,LV,,R4,
BY,Y_,Other wastes of chemical or allied industries,,9.0,H12,Ecotoxic,19.2,LT,DE,,R13,
BY,Y_,"Waste, cuttings and scrap of rubber (other than hard rubber), powders and granules obtained from it",B3080,4.0,H4.1,Flammable solids,573.5,,UA,,R3,
BY,Y_,"Waste, cuttings and scrap of rubber (other than hard rubber), powders and granules obtained from it",B3080,4.0,H4.1,Flammable solids,359.8,"PL, DE",HL,,R3,
BY,Y_,"Other pneumatic tires, used",B3140,4.0,H4.1,Flammable solids,122.8,UA,GR,,R3,
BY,Y_,"Other pneumatic tires, used",B3140,4.0,H4.1,Flammable solids,19.6,RU,TJ,,R3,
BY,Y_,"Cotton fiber waste (yarn waste, including halching)",B3030,4.0,H4.1,Flammable solids,3.5,LT,DE,,R3,
BY,Y_,"Waste and scrap of alloy corrosion, Yresistant steel containing 8% or more of nickel",B1010,9.0,Н12,Ecotoxic,1015.2,LT,DE,,R4,
BY,Y_,"Waste and scrap of alloy corrosion, Yresistant steel containing 8% or more of nickel",B1010,9.0,Н12,Ecotoxic,120.0,,LV,,R4,
BY,Y_,"Waste and scrap of alloy corrosion, Yresistant steel containing 8% or more of nickel",B1010,9.0,Н12,Ecotoxic,260.0,LT,EE,,R4,
BY,Y_,"Waste and scrap of alloy steel, other",B1010,9.0,Н12,Ecotoxic,44.8,LT,DE,,R4,
BY,Y_,Tungsten waste and scrap,B1010,9.0,Н12,Ecotoxic,14.5,,PL,,R4,
BY,Y_,Magnesium waste and scrap  ,B1010,9.0,Н12,Ecotoxic,15.0,,UA,,R4,
BY,Y_,Titanium waste and scrap,B1010,9.0,Н12,Ecotoxic,21.0,LT,DE,,R4,
BY,Y_,Titanium waste and scrap,B1010,9.0,Н12,Ecotoxic,18.2,LT,EE,,R4,
BY,Y_,"Metal, Yceramic waste and scrap",B2010,9.0,Н12,Ecotoxic,8.4,LT,DE,,R4,
BY,Y_,"Metal, Yceramic waste and scrap",B2010,9.0,Н12,Ecotoxic,17.4,,PL,,R4,
BY,Y22,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly copper (scale containing copper oxide)",B1240,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",749.5,LT,DE,,R4,
BY,Y22,Waste and scrap of refined copper,B1010,9.0,Н12,Ecotoxic,156.0,LT,DE,,R4,
BY,Y22,Waste and scrap of refined copper,B1010,9.0,Н12,Ecotoxic,16.0,LV,LT,,R4,
BY,Y22,Waste and scrap of refined copper,B1010,9.0,Н12,Ecotoxic,156.0,,LV,,R4,
BY,Y22,Waste and scrap of refined copper,B1010,9.0,Н12,Ecotoxic,110.3,"PL, DE",HL,,R4,
BY,Y22,Waste and scrap of refined copper,B1010,9.0,Н12,Ecotoxic,34.0,,PL,,R4,
BY,Y22,Copper waste and scrap (alloys based on copper and zinc (brass),B1010,9.0,Н12,Ecotoxic,20.0,,LV,,R4,
BY,Y22,Other copper waste and scrap,B1010,9.0,Н12,Ecotoxic,100.0,LT,DE,,R4,
BY,Y22,Other copper waste and scrap,B1010,9.0,Н12,Ecotoxic,64.9,,LV,,R4,
BY,Y22,Other copper waste and scrap,B1010,9.0,Н12,Ecotoxic,120.0,"PL,DE",HL,,R4,
BY,Y22,Other copper waste and scrap,B1010,9.0,Н12,Ecotoxic,52.0,,PL,,R4,
BY,Y22,Other copper waste and scrap,B1010,9.0,Н12,Ecotoxic,47.9,LT,EE,,R4,
BY,"Y22, Y23",Copper waste and scrap (alloys based on copper and zinc (brass),B1010,9.0,Н12,Ecotoxic,20.0,,PL,,R4,
BY,"Y22, Y23",Copper waste and scrap (alloys based on copper and zinc (brass),B1010,9.0,Н12,Ecotoxic,2.4,LT,EE,,R4,
BY,Y23,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds (containing mainly zinc (hard zinc) ",B1220,9.0,H13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",17.0,LT,EE,,R4,
BY,Y29,Metal and alloys waste (except scrap and alloys in the form of end product) (mercury other),A1030,9.0,H12,Ecotoxic,2.1,,UA,,R4,
BY,Y31,"Slag, ash and residues (other than resulting in the production of ferrous metals), containing metals, arsenic or their compounds, containing mainly lead",A1020,9.0,Н13,"Capable, by any means, after disposal, of yielding another material, e.g. by leaching",1775.1,LT,EE,,R4,
BY,Y31,Lead waste and scrap,A1010,9.0,Н12,Ecotoxic,20.0,,LV,,R4,
BY,Y31,Lead waste and scrap,A1010,9.0,Н12,Ecotoxic,140.0,,PL,,R4,
BY,Y31,Lead waste and scrap,A1010,9.0,Н12,Ecotoxic,118.4,LT,EE,,R4,
BY,Y31,"Waste and scrap of primary cells, primary batteries and electric accumulators containing lead",A1160,9.0,H12,Ecotoxic,980.0,,LV,,R13,
BY,Y31,"Waste and scrap of primary cells, primary batteries and electric accumulators containing lead",A1160,9.0,H12,Ecotoxic,3260.0,,PL,,R13,
BY,Y31,"Waste and scrap of primary cells, primary batteries and electric accumulators containing lead, other",A1160,9.0,H12,Ecotoxic,502.7,,LV,,R13,
CA,Y_,Other,UN3356,5.1,H05.1,Oxidizing,6.341,,US,D5,,*
CA,Y_,Other,UN1006,2.2,H0,Miscellaneous waste dangerous,0.009000000000000001,,US,D9,,
CA,Y_,Other,UN1036,2.1,H0,Miscellaneous waste dangerous,5.0E-4,,US,D9,,
CA,Y_,Other,UN1040,2.3,H0,Miscellaneous waste dangerous,0.004,,US,D9,,
CA,Y_,Other,UN1053,2.3,H0,Miscellaneous waste dangerous,0.075,,US,D9,,
CA,Y_,Other,UN1061,2.1,H0,Miscellaneous waste dangerous,0.016,,US,D9,,
CA,Y_,Other,UN1065,2.2,H0,Miscellaneous waste dangerous,0.001,,US,D9,,
CA,Y_,Other,UN1080,2.2,H0,Miscellaneous waste dangerous,2.02,,US,D9,,
CA,Y_,Other,UN1953,2.3,H0,Miscellaneous waste dangerous,0.0023,,US,D9,,
CA,Y_,Other,UN1954,2.1,H0,Miscellaneous waste dangerous,0.0036,,US,D9,,
CA,Y_,Other,UN1955,2.3,H0,Miscellaneous waste dangerous,0.0155,,US,D9,,
CA,Y_,Other,UN1956,2.2,H0,Miscellaneous waste dangerous,0.0077,,US,D9,,
CA,Y_,Other,UN1957,2.1,H0,Miscellaneous waste dangerous,0.006,,US,D9,,
CA,Y_,Other,UN3090,9.0,H0,Miscellaneous waste dangerous,0.4740000000000001,,US,D9,,
CA,Y_,Other,UN3305,2.3,H0,Miscellaneous waste dangerous,0.0114,,US,D9,,
CA,Y_,Other,UN1067,2.3,"H0,H05.1",Miscellaneous waste dangerous; Oxidizing,0.0014,,US,D9,,
CA,Y_,Other,UN1072,2.2,"H0,H05.1",Miscellaneous waste dangerous; Oxidizing,0.07700000000000001,,US,D9,,
CA,Y_,Other,UN1660,2.3,"H0,H05.1",Miscellaneous waste dangerous; Oxidizing,0.0091,,US,D9,,
CA,Y_,Other,UN1005,2.3,"H0,H08.0",Miscellaneous waste dangerous; Corrosive,0.5602,,US,D9,,
CA,Y_,Other,UN1017,2.3,"H0,H08.0",Miscellaneous waste dangerous; Corrosive,0.585,,US,D9,,
CA,Y_,Other,UN1032,2.1,"H0,H08.0",Miscellaneous waste dangerous; Corrosive,0.0018,,US,D9,,
CA,Y_,Other,UN1050,2.3,"H0,H08.0",Miscellaneous waste dangerous; Corrosive,0.19799999999999998,,US,D9,,
CA,Y_,Other,UN1079,2.3,"H0,H08.0",Miscellaneous waste dangerous; Corrosive,0.0328,,US,D9,,
CA,Y_,Other,UN1741,2.3,"H0,H08.0",Miscellaneous waste dangerous; Corrosive,0.0068,,US,D9,,
CA,Y_,Other,UN3304,2.3,"H0,H08.0",Miscellaneous waste dangerous; Corrosive,0.0063,,US,D9,,
CA,Y_,Other,UN3308,2.3,H0/H08.0,Miscellaneous waste dangerous; Corrosive,0.0205,,US,D9,,
CA,Y_,Other,UN2922,8.0,"H08.0,H06.1",Corrosive; Toxic (Poisonous),2.1910000000000003,,US,D9,,
CA,Y_,Other,,,H12.0,Ecotoxic,70.15200000000002,,US,D9,,
CA,Y_,Other,UN1011,2.1,H0,Miscellaneous waste dangerous,9.474,,US,D10,,
CA,Y_,Other,UN1057,2.1,H0,Miscellaneous waste dangerous,0.1,,US,D10,,
CA,Y_,Other,UN1950,2.1,H0,Miscellaneous waste dangerous,73.98,,US,D10,,
CA,Y_,Other,UN1954,2.1,H0,Miscellaneous waste dangerous,0.205,,US,D10,,
CA,Y_,Other,UN1956,2.2,H0,Miscellaneous waste dangerous,0.014,,US,D10,,
CA,Y_,Other,UN3090,9.0,H0,Miscellaneous waste dangerous,0.599,,US,D10,,
CA,Y_,Other,UN1164,3.0,H03.0,Flammable Liquids,0.002,,US,D10,,
CA,Y_,Other,UN1268,3.0,H03.0,Flammable Liquids,2.05,,US,D10,,
CA,Y_,Other,UN1228,3.0,"H03.0,H06.1",Flammable Liquids; Toxic (Poisonous),0.02,,US,D10,,
CA,Y_,Other,UN1289,3.0,"H03.0,H08.0",Flammable Liquids; Corrosive,0.179,,US,D10,,
CA,Y_,Other,UN1338,4.1,H04.1,Flammable solids,0.013000000000000001,,US,D10,,
CA,Y_,Other,UN1344,4.1,H04.1,Flammable solids,0.07,,US,D10,,
CA,Y_,Other,UN1869,4.1,H04.1,Flammable solids,0.012,,US,D10,,
CA,Y_,Other,UN3175,4.1,H04.1,Flammable solids,14.604000000000001,,US,D10,,
CA,Y_,Other,UN3178,4.1,H04.1,Flammable solids,6.6339999999999995,,US,D10,,
CA,Y_,Other,UN3179,4.1,"H04.1,H06.1",Flammable solids; Toxic (Poisonous),0.005,,US,D10,,
CA,Y_,Other,UN3180,4.1,"H04.1,H08.0",Flammable solids; Corrosive,0.002,,US,D10,,
CA,Y_,Other,UN1385,4.2,H04.2,Spontaneous Combustion,0.008,,US,D10,,
CA,Y_,Other,UN2846,4.2,H04.2,Spontaneous Combustion,0.018,,US,D10,,
CA,Y_,Other,UN3088,4.2,H04.2,Spontaneous Combustion,0.029,,US,D10,,
CA,Y_,Other,UN3200,4.2,H04.2,Spontaneous Combustion,0.048,,US,D10,,
CA,Y_,Other,UN3341,4.2,H04.2,Spontaneous Combustion,0.202,,US,D10,,
CA,Y_,Other,UN3203,4.2,"H04.2,H04.3",Spontaneous Combustion; Flammable Gases in contact with water,0.017,,US,D10,,
CA,Y_,Other,UN3394,4.2,"H04.2,H04.3",Spontaneous Combustion; Flammable Gases in contact with water,0.03,,US,D10,,
CA,Y_,Other,UN1431,4.2,"H04.2,H08.0",Spontaneous Combustion; Corrosive,0.175,,US,D10,,
CA,Y_,Other,UN1396,4.3,H04.3,Flammable Gases in contact with water,0.063,,US,D10,,
CA,Y_,Other,UN1404,4.3,H04.3,Flammable Gases in contact with water,0.003,,US,D10,,
CA,Y_,Other,UN1415,4.3,H04.3,Flammable Gases in contact with water,23.026999999999997,,US,D10,,
CA,Y_,Other,UN2813,4.3,H04.3,Flammable Gases in contact with water,0.825,,US,D10,,
CA,Y_,Other,UN3148,4.3,H04.3,Flammable Gases in contact with water,0.037000000000000005,,US,D10,,
CA,Y_,Other,UN3207,4.3,"H04.3,H03.0",Flammable Gases in contact with water; Flammable Liquids,0.326,,US,D10,,
CA,Y_,Other,UN3399,4.3,"H04.3,H03.0",Flammable Gases in contact with water; Flammable Liquids,0.542,,US,D10,,
CA,Y_,Other,UN1340,4.3,"H04.3,H04.1",Flammable Gases in contact with water; Flammable solids,0.005,,US,D10,,
CA,Y_,Other,UN3132,4.3,"H04.3,H04.1",Flammable Gases in contact with water; Flammable solids,0.024,,US,D10,,
CA,Y_,Other,UN1418,4.3,"H04.3,H04.2",Flammable Gases in contact with water; Spontaneous Combustion,0.007,,US,D10,,
CA,Y_,Other,UN3130,4.3,"H04.3,H06.1",Flammable Gases in contact with water; Toxic (Poisonous),0.003,,US,D10,,
CA,Y_,Other,UN3134,4.3,"H04.3,H06.1",Flammable Gases in contact with water; Toxic (Poisonous),0.134,,US,D10,,
CA,Y_,Other,UN1479,5.1,H05.1,Oxidizing,19.242000000000004,,US,D10,,
CA,Y_,Other,UN1490,5.1,H05.1,Oxidizing,0.82,,US,D10,,
CA,Y_,Other,UN1942,5.1,H05.1,Oxidizing,0.077,,US,D10,,
CA,Y_,Other,UN2880,5.1,H05.1,Oxidizing,0.22,,US,D10,,
CA,Y_,Other,UN2984,5.1,H05.1,Oxidizing,0.006,,US,D10,,
CA,Y_,Other,UN3139,5.1,H05.1,Oxidizing,16.517,,US,D10,,
CA,Y_,Other,UN1500,5.1,"H05.1,H06.1",Oxidizing; Toxic (Poisonous),0.191,,US,D10,,
CA,Y_,Other,UN3087,5.1,"H05.1,H06.1",Oxidizing; Toxic (Poisonous),6.765,,US,D10,,
CA,Y_,Other,UN3099,5.1,"H05.1,H06.1",Oxidizing; Toxic (Poisonous),0.7869999999999999,,US,D10,,
CA,Y_,Other,UN3085,5.1,"H05.1,H08.0",Oxidizing; Corrosive,5.209000000000001,,US,D10,,
CA,Y_,Other,UN3098,5.1,"H05.1,H08.0",Oxidizing; Corrosive,10.918999999999999,,US,D10,,
CA,Y_,Other,UN3103,5.2,H05.2,Organic Peroxides,0.061,,US,D10,,
CA,Y_,Other,UN3104,5.2,H05.2,Organic Peroxides,0.061,,US,D10,,
CA,Y_,Other,UN3105,5.2,H05.2,Organic Peroxides,1.4139999999999997,,US,D10,,
CA,Y_,Other,UN3106,5.2,H05.2,Organic Peroxides,0.12100000000000002,,US,D10,,
CA,Y_,Other,UN3107,5.2,H05.2,Organic Peroxides,0.284,,US,D10,,
CA,Y_,Other,UN3108,5.2,H05.2,Organic Peroxides,0.041999999999999996,,US,D10,,
CA,Y_,Other,UN3109,5.2,H05.2,Organic Peroxides,12.752,,US,D10,,
CA,Y_,Other,UN1687,6.1,H06.1,Toxic (Poisonous),0.033,,US,D10,,
CA,Y_,Other,UN2644,6.1,H06.1,Toxic (Poisonous),0.008,,US,D10,,
CA,Y_,Other,UN3287,6.1,H06.1,Toxic (Poisonous),0.002,,US,D10,,
CA,Y_,Other,UN3288,6.1,H06.1,Toxic (Poisonous),0.17,,US,D10,,
CA,Y_,Other,UN3293,6.1,H06.1,Toxic (Poisonous),0.346,,US,D10,,
CA,Y_,Other,UN3122,6.1,"H06.1,H05.1",Toxic (Poisonous); Oxidizing,0.2,,US,D10,,
CA,Y_,Other,UN1809,6.1,"H06.1,H08.0",Toxic (Poisonous); Corrosive,0.013000000000000001,,US,D10,,
CA,Y_,Other,UN1736,8.0,H08.0,Corrosive,0.008,,US,D10,,
CA,Y_,Other,UN1760,8.0,H08.0,Corrosive,3.161,,US,D10,,
CA,Y_,Other,UN1807,8.0,H08.0,Corrosive,0.042,,US,D10,,
CA,Y_,Other,UN1810,8.0,H08.0,Corrosive,0.702,,US,D10,,
CA,Y_,Other,UN2683,8.0,"H08.0,H03.0",Corrosive; Flammable Liquids,0.003,,US,D10,,
CA,Y_,Other,,,H12.0,Ecotoxic,42.645999999999994,,US,D10,,
CA,Y_,Other,UN1010,2.1,H0,Miscellaneous waste dangerous,0.005,,US,D13,,
CA,Y_,Other,UN1040,2.3,H0,Miscellaneous waste dangerous,0.003,,US,D13,,
CA,Y_,Other,UN1062,2.3,H0,Miscellaneous waste dangerous,0.006,,US,D13,,
CA,Y_,Other,UN1063,2.1,H0,Miscellaneous waste dangerous,0.001,,US,D13,,
CA,Y_,Other,UN1077,2.1,H0,Miscellaneous waste dangerous,0.015,,US,D13,,
CA,Y_,Other,UN1080,2.2,H0,Miscellaneous waste dangerous,0.012,,US,D13,,
CA,Y_,Other,UN1954,2.1,H0,Miscellaneous waste dangerous,0.007,,US,D13,,
CA,Y_,Other,UN1962,2.1,H0,Miscellaneous waste dangerous,0.012,,US,D13,,
CA,Y_,Other,UN1971,2.1,H0,Miscellaneous waste dangerous,0.007,,US,D13,,
CA,Y_,Other,UN1741,2.3,"H0,H08.0",Miscellaneous waste dangerous; Corrosive,0.011000000000000001,,US,D13,,
CA,Y_,Other,UN2460,3.0,H03.0,Flammable Liquids,0.0018,,US,D13,,
CA,Y_,Other,UN2445,4.2,"H04.2,H04.3",Spontaneous Combustion; Flammable Gases in contact with water,0.046,,US,D13,,
CA,Y_,Other,UN3394,4.2,"H04.2,H04.3",Spontaneous Combustion; Flammable Gases in contact with water,0.165,,US,D13,,
CA,Y_,Other,UN1013,2.2,H0,Miscellaneous waste dangerous,0.0018,,US,D15,,
CA,Y_,Other,UN1016,2.3,H0,Miscellaneous waste dangerous,0.007,,US,D15,,
CA,Y_,Other,UN1049,2.1,H0,Miscellaneous waste dangerous,0.055,,US,D15,,
